"lookup_firm","mean_cd_index","imputed"
"LATITUDE PHARMACEUTICALS",0,0
"Lattice Semiconductor",0,0
"LAVA ENERGY SYSTEMS",0,0
"Lawrence Livermore National Security",0.0840089159262959,0
"Lehigh Technologies",-0.0384615384615385,0
"Lextar Electronics Corp",-1,1
"LG Bionano",0,0
"LG Display Co",0.286524096818214,0
"LG Electronics",0.10605135975136,0
"LG NANOH2O",-0.00362976406533575,0
"LGS Innovations",-1,1
"Life Technologies",-0.00732898981950492,0
"LifeNet Health",0,0
"Linne Industries",-0.0967741935483871,0
"Lintec",0.4,0
"Lion Copolymer Geismar",0,0
"LIQUID X PRINTED METALS",0,0
"Liquidia Technologies",0.00797530792131224,0
"Litron Laboratories Limited",0,0
"Little Kids",0,0
"Livetv",1,0
"Lockheed Martin",0.0349780538902828,0
"Locus Energy",-0.0294117647058824,0
"Lof Solar",-1,1
"Longhorn Vaccines and Diagnostics",0,0
"LORDO AMERICA",0,0
"Los Alamos National Security",0.00171493902439024,0
"Lovelace Respiratory Research Institute",0,0
"LUCERA LABS",0.024390243902439,0
"Lumenco",0.333333333333333,0
"Lumentum Operations",-0.00729435335298452,0
"Luna Innovations",0,0
"Lux Bio Group",0,0
"Lyotropic Therapeutics",0,0
"Ma-West",0.00694444444444444,0
"Macronix Co",0.132618321446352,0
"Magna",0,0
"Magnachip Semiconductor",0.00925925925925926,0
"Magnolia Optical Technologies",0,0
"Magnolia Solar",0.0102040816326531,0
"MAHLE",0,0
"Mainstream Engineering Corp",0,0
"Mallinckrodt",1,0
"Manta Instruments",0.0212765957446809,0
"MANUFACTURING RESOURCES",-0.111111111111111,0
"Marathon Equipment Company",0,0
"Marine Polymer Technologies",-0.0152671755725191,0
"Markel",0.0125,0
"Masimo Semiconductor",0.461206896551724,0
"Materia",0,0
"MATERIALS ANALYSIS TECHNOLOGY (US) CORP",-0.0916666666666667,0
"Matrix Genetics",0,0
"Matrix Odyssey",1,0
"Mattson Technology",-0.05,0
"Maxim Integrated Products",0,0
"MAXLINEAR",0.0555555555555556,0
"Maxout Renewables",0.0251256281407035,0
"MBC Ventures",-0.0105519480519481,0
"McAlister Technologies",-0.000621307619098924,0
"McElroy Manufacturing",0,0
"MCI",-0.0769230769230769,0
"Medgenics Medical Israel",0,0
"Mediatek",0.137254901960784,0
"Medical Diagnostic Laboratories",-1,1
"Medicis Pharmaceutical",0,0
"MEDport",-0.021978021978022,0
"Medtronic Vascular",0,0
"Merck Patent",0.032312925170068,0
"MERCK SHARP & DOHME CORP",0,0
"Meso Scale Technologies",0,0
"Met Tech",0.5,0
"Metabolix",-0.0743055555555556,0
"Meyer Tool",-0.0588235294117647,0
"Michelin Recherche et Technique SA",0.00378787878787879,0
"Michigan Biotechnology Institute",-0.0072202166064982,0
"Micro Cooling Concepts",0.0114942528735632,0
"Microchip Technology",-0.0785714285714286,0
"Microchips Biotech",0,0
"MicroContinuum",-0.0145985401459854,0
"MicroLink Devices",0.00245098039215686,0
"Micron Technology",0.0150411608779464,0
"Microsemi SoC",0,0
"MICROSOFT TECHNOLOGY LICENSING",0.0344798573699108,0
"Microsurge",0,0
"Midori USA",-0.130434782608696,0
"Midrex Technologies",-0.143695014662757,0
"MIETAMARK GENETICS",-1,1
"MILLENIUM SYNTHFUELS",0,0
"Milliken & Company",0,0
"Minebea Co",0,0
"Mintera",0,0
"MirTech",-0.0118784319707138,0
"Mission Product Holdings",0,0
"Mitsubishi Electric",0.0162413796342026,0
"Mitsubishi Metal",-0.0717391304347826,0
"Mitsubishi Polyester Film",0,0
"Molecular Imprints",-1,1
"Molecular Rebar Design",0.289080459770115,0
"Momentive Performance Materials",0.00210084033613445,0
"Monarch Power Corp",0.0357142857142857,0
"Monolithe Semiconductor",-0.03125,0
"MonoSol",0.25,0
"Monsanto Technology",0.0762707707237094,0
"MONTEREY RESEARCH",0,0
"Morpho",0,0
"Moxtek",-0.00203045685279188,0
"Mumetel",-1,1
"Murata Manufacturing Co",0.152675497679988,0
"Musco",0.0555555555555556,0
"mVerify",0,0
"Nalco Company",-0.0135135135135135,0
"Nanao",0,0
"NANO CELL SYSTEMS",0,0
"Nano Technics Company",0.0062111801242236,0
"NANOBIO",-0.00520833333333333,0
"Nanoco Technologies",0.268054844020995,0
"nanoComposix",-0.00626164324794462,0
"Nanocopocia",0,0
"NanoGram",-0.0003975911547364,0
"Nanoholdings",0.227272727272727,0
"NanoLab",0,0
"NanoMech",-0.0634287303028971,0
"Nanomix",0,0
"NanoOncology",-0.105263157894737,0
"NANOPHARMACEUTICALS",-0.00800937559005941,0
"NANOPHTHALMICS",0,0
"Nanoquantum Sciences",0,0
"Nanoridge Materials",0,0
"Nanospectra Biosciences",-0.00468384074941452,0
"Nanostatics",0,0
"Nanosys",0,0
"Nanotech Biomachines",-1,1
"NanoTech Lubricants",0,0
"Nanotek Instruments",0.0968762713568821,0
"Nant Holdings IP",-0.4,0
"Nantero",-0.00162827368709722,0
"National Education",0.4,0
"Nationwide Children's Hospital",0.00793650793650794,0
"NCC Nano",-0.0833333333333333,0
"NEC",0.244904009034444,0
"Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO",-1,1
"NeoPhotonics",0.0140845070422535,0
"NeoVision",-0.00588235294117647,0
"Nestec S A",-0.145833333333333,0
"NetApp",0.0651610204935174,0
"Neumedicines",0,0
"NeuMoDx Molecular",-0.00422327738861987,0
"Neural Signals",-1,1
"Neutronic Perpetual Innovations",-0.5,0
"New England Biolabs",1,0
"New Technology Ventures",0,0
"Newdoll Enterprises",0.00314465408805031,0
"NEWFIELD THERAPEUTICS",-1,1
"Newlans",-0.0920245398773006,0
"Newport",0,0
"Nexcom Technology",0.3125,0
"NGK Spark Plug Co",0,0
"NICHIA",0.23015873015873,0
"Nikon",0.25267094017094,0
"Nippon Chemi-Con",0.62200956937799,0
"Nippon Shokubai Co",0.5625,0
"Nissan Motor Co",0.0769230769230769,0
"Nissan North America",0,0
"nLIGHT",0.5,0
"NLT TECHNOLOGIES",-0.011578449905482,0
"NOK",0.666666666666667,0
"Nokia",-1,1
"Nokia Technologies Oy",0.0221092734363715,0
"Nokomis",0,0
"Nordic Technologies",0,0
"Nordson",0,0
"Northrop Grumman Systems",0.227148552291159,0
"Northwest Biotherapeutics",0,0
"NOVA Chemicals (International) SA",0,0
"NOVA PANGAEA TECHNOLOGIES LIMITED",-0.0024390243902439,0
"Nova Technologies",0,0
"Novartis AG",0.150714164976335,0
"NovaSolix",-0.00970873786407767,0
"Novellus Systems",0.193990287542583,0
"Novon",0.0476190476190476,0
"Novozymes",1,0
"Novozymes A/S",-0.166666666666667,0
"Novozymes North America",0,0
"Novus Energy",-1,1
"Novus Technology",0,0
"Nthdegree Technologies Worldwide",0.355865831948528,0
"NuOrtho Surgical",-0.000278164116828929,0
"Nutech Ventures",1,0
"Nvidia",0,0
"NXP USA",0.222222222222222,0
"OAS Design Group",0,0
"OBI",0,0
"Oceanit Laboratories",0,0
"Oculus VR",0.0277777777777778,0
"OFS Fitel",0,0
"Ojai Retinal Technology",-0.00191570881226054,0
"Oki Data",0.0163934426229508,0
"OLYMPUS",0,0
"Olympus NDT",0.0377358490566038,0
"OmniVision Technologies",0.416951438848921,0
"Omron",0,0
"One Earth Designs",-0.111111111111111,0
"Opel Solar",0.0045045045045045,0
"OPTERRA ENERGY SERVICES",0,0
"Optodot",-0.0127931769722814,0
"Oracle",0.00040016006402561,0
"OrbusNeich Medical",5.14986095375425e-05,0
"Ormat Technologies",-0.0119047619047619,0
"Ormet Circuits",0,0
"Ortho-Clinical Diagnostics",0.142857142857143,0
"OSI Optoelectronics",0,0
"Osram Sylvania",0.0277777777777778,0
"Ostendo Technologies",-0.00684931506849315,0
"OTSUKA PHARMACEUTICAL CO",0,0
"Ovonic Battery Company",0,0
"Owens-Brockway Glass Container",0,0
"PACCAR",0,0
"Pacific Biosciences of California",-0.00295972371389886,0
"Pacific Industrial Development",0.19047619047619,0
"Pacific Light Technologies Corp",0.138897246878291,0
"Palo Alto Research Center",-0.00443817011572034,0
"Panasonic Intellectual Property Management Co",0.121928364570727,0
"Panasonic Intellectual Property of America",-0.00260416666666667,0
"Pansonic",0,0
"Paratek Pharmaceuticals",-0.037037037037037,0
"Pardev",0,0
"Parion Sciences",-0.333333333333333,0
"Parker-Hannifin",0.0638297872340425,0
"PAX Scientific",-0.000867302688638335,0
"PDF Solutions",-1,1
"Pegatron",-0.0227272727272727,0
"Pelican Imaging",-0.032379924446843,0
"PELLION TECHNOLOGIES",-1,1
"Pendar Technologies",0,0
"Pentair Thermal Management",0,0
"Pentron Clinical Technologies",0,0
"Performance Plants",-0.027027027027027,0
"Perkinelmer Holdings",0,0
"PeterBrod Corp",0.0163934426229508,0
"PetraSolar",0,0
"Peytant Solutions",0,0
"Pfizer",0,0
"Pharmatrophix",-1,0
"Pharmion",0,0
"Philip Morris USA",0,0
"Phillips 66 Company",0.2,0
"Phoseon Technology",0.00343642611683849,0
"Photon Dynamics",0,0
"Piksel",0.0133333333333333,0
"Pinnacle Technology",0,0
"Pioneer Energy",-1,1
"Pioneer Hi Bred",-0.0735294117647059,0
"Pixar",0.0360623781676413,0
"Pixelligent Technologies",-0.000597371565113501,0
"Plant Sensory Systems",-1,1
"Plasma Tech Holdings",0,0
"Plasma-Therm",0.0185185185185185,0
"PLEX",0,0
"PluroGen Therapeutics",1,0
"PLYCEM USA",-0.00364298724954463,0
"PNM",0.00156298973319105,0
"POET Research",-0.00183395235075641,0
"POLAR LIGHT TECHNOLOGIES AB",0,0
"Polaris Products",-0.1,0
"Poly-Med",-0.000841750841750842,0
"PolyOne",0,0
"PolyPlus Battery Company",0.00141442715700141,0
"Polysar",0.105263157894737,0
"PortaFire",-0.0058446455505279,0
"POSiFA MICROSYSTEMS",0.0833333333333333,0
"Power Integrations",0,0
"PPG Industries Ohio",0.0236413043478261,0
"PQ",0.00140056022408964,0
"Praxair ST Technology",0,0
"Praxair Technology",0,0
"Precision Custom Coatings",-0.0625,0
"Previvo Genetics",-0.00648042388476426,0
"Princeton Optronics",0.0291209972061036,0
"Production Resource Group LLC",0,0
"Professional Compounding Centers of America",0,0
"ProNAi Therapeutics",0,0
"Propagation Research Associates",0.00359712230215827,0
"Prosoft",0.000904159132007233,0
"Proterra",-1,1
"Proton Power",-0.0172619047619048,0
"PTC Therapeutics",-0.00228310502283105,0
"Pulse Therapeutics",-0.00214132762312634,0
"Pyrexar Medical",0,0
"QD Vision",-0.00186831542755801,0
"Qiagen",0.037037037037037,0
"QUALCOMM",0.147596781606315,0
"QUALCOMM MEMS Technologies",0,0
"Quallion",0,0
"Qualsig",-1,1
"Quantapore",-0.000674763832658569,0
"Quantum Devices",0,0
"Quantum Materials",0.333333333333333,0
"QuantumScape",0.266666666666667,0
"Quest Diagnostics Investments",-0.00980392156862745,0
"QUSWAMI",-1,1
"RA Miller Industries",-0.032258064516129,0
"RADIANCE SOLAR",-0.016,0
"Rapamycin Holdings",0,0
"Raytheon BBN Technologies Corp",0.0185185185185185,0
"Raytheon Company",0.149755703613734,0
"Rebellion Photonics",-0.0751445086705202,0
"Red Hat",0,0
"Redwood Systems",0.333333333333333,0
"Regeneron Pharmaceuticals",-0.0505920902633616,0
"Reliance Controls",0.00628930817610063,0
"Relypsa",-0.00847457627118644,0
"Renesas Electronics",0.0706312436023658,0
"Renewable Algal Energy",0,0
"Renewable Opportunities",1,0
"Renewable Power Conversion",0.0256410256410256,0
"Renmatix",0.160297239915074,0
"RenovaCare Sciences Corp",-0.0206896551724138,0
"RES USA",-0.00617283950617284,0
"Research Triangle Institute",0,0
"Revera",0.0212765957446809,0
"Revivicor",0.00364963503649635,0
"Reynolds Technologies",-0.00645161290322581,0
"RF Micro Devices",0.0660377358490566,0
"Rhodia Operations",0.00869565217391304,0
"Richtek Technology ROC",0,0
"Ricoh Company Limited",0.360561660561661,0
"Rillito Rive Solar",-0.0415973377703827,0
"Rima Enterprises",0.00694444444444444,0
"RINAT NEUROSCIENCE CORP",0,0
"Rio Grande Valley Sugar Growers",0,0
"Riverbed Technology",0,0
"RJ Reynolds Tobacco Company",0.000488042947779405,0
"Robert Bosch",0.001839967737552,0
"Roche Diabetes Care",0,0
"Roche Diagnostics",0,0
"Roche Innovation Center Copenhagen A/S",-0.0286624203821656,0
"Roche Molecular Systems",1,0
"Rockwell Automation Technologies",0,0
"Rockwell Collins",0.337268128161889,0
"Rohm and Haas Chemicals",0,0
"Rohm and Haas Company",0.2,0
"Rohm and Haas Electronic Materials",0.0343567251461988,0
"Roho",0,0
"Roll-N-Lock",-0.0196078431372549,0
"Rolls-Royce North American Technologies",0,0
"Rolls-Royce PLC",0,0
"ROM",0.535714285714286,0
"Rosemount Aerospace",0,0
"RP Scherer Technologies",0,0
"Ruse Technologies",-0.0384615384615385,0
"S C Johnson & Son",-0.00314930462434389,0
"S&S X-Ray Products",0,0
"SABIC GLOBAL TECHNOLOGIES BV",0.119047619047619,0
"SAE Magnetics (HK)",0,0
"Sagacious Investment Group LLC",0.00289017341040462,0
"SAINT-GOBAIN ABRASIFS",0,0
"Saint-Gobain Adfors Canada",0,0
"Saint-Gobain Ceramics & Plastics",0,0
"Saint-Gobain Performance Plastics",-0.137254901960784,0
"Samsung Corning Precision Materials Co",-1,1
"SAMSUNG DISPLAY CO",0.17532208779582,0
"Samsung Electro-Mechanics Co",0.178333333333333,0
"Samsung Electronics Co",0.0877235340627988,0
"Samsung SDI Co",0.266666666666667,0
"Sandia",0.142130850985188,0
"SanDisk 3D",0.0145529201947495,0
"SanDisk Technologies",-0.00161189822768459,0
"Sangamo BioSciences",-0.0014667344064106,0
"Sanken Electric Co",0,0
"Sanofi",0.5,0
"Santoku",-1,1
"Sanuvox Technologies",0.0588235294117647,0
"Sanyo Electric Co",0,0
"Sarepta Therapeutics",-0.00725211064444585,0
"SB ENERGY",0.142857142857143,0
"SC Johnson & Son",0,0
"Schlumberger Technology",0.00337995337995338,0
"Schneider Electric Solar Inverters USA",0.0909090909090909,0
"Schneider Electric USA",0,0
"SCHOTTKY LSI",0,0
"Scientific Design Company",0,0
"SD Technologies",0.0204081632653061,0
"SDCmaterials",-0.00603480315750032,0
"SEaB Energy Holdings",-0.0206896551724138,0
"Seagate Technology",-0.0708994708994709,0
"SEEK THERMAL",0,0
"Seetron",-0.0049813200498132,0
"Seiko Epson",0.0610602658989756,0
"Seiko Instruments",0.0257225433526012,0
"SEIKO NPC",0,0
"Selas Heat Technology Company",-1,1
"Selecta Biosciences",-0.034827321873301,0
"Selkermetrics",0,0
"SELMAN AND ASSOCIATES",0.00480769230769231,0
"Semiconductor Components Industries LLC",0.109472840408778,0
"Semiconductor Energy Laboratory Co",0.00113253001037834,0
"Semiconductor Manufacturing (Shanghai)",0.152970559084259,0
"Semics",0,0
"Semileds Optoelectronics Co",0.6,0
"Semprius",-0.00326797385620915,0
"Senaya",-0.0113636363636364,0
"Senga Advisors",0.00200803212851406,0
"Sensor Electronic Technology",0.292181427402343,0
"Sensor-Kinesis",0.00458715596330275,0
"SeQual Technologies",0,0
"Sequenom",0,0
"ServiceNow",0,0
"Sharp Kabushiki Kaisha",0.172824039171386,0
"Sharp Laboratories of America",0,0
"Shell Oil Company",0.0214848912145211,0
"Shenzhen China Star Optoelectronics Technology Co",0.422271089824281,0
"Shimadzu",0,0
"Shin-Etsu Chemical Co",0.0808115165258022,0
"Shoals Technologies Group",1,0
"SHOW ME ENERGY",0,0
"Shubin",0,0
"Sick AG",0.375,0
"SICPA Holding SA",0,0
"Siemens",0.222222222222222,0
"Siemens Aktiengesellschaft",0.089015130534323,0
"Siemens Energy",0.526881720430108,0
"Siemens Industry",-0.0526315789473684,0
"Siemens Medical Solutions USA",0,0
"Sienna Biopharmaceuticals",-0.00171645989078279,0
"Sienna Labs",-0.0091324200913242,0
"Sierra Sciences",0,0
"Sigma-Aldrich Co",0.00524131138314338,0
"Sigmatel",0,0
"SII Semiconductor",0,0
"Sila Nanotechnologies",0.461538461538462,0
"Silicon Genesis",-0.000762050973979019,0
"Silicon Space Technology Corp",0.00854289940828402,0
"Silicon Storage Technology",0.00605263157894737,0
"Siliconware Precision Industries Co",-1,1
"Silicor Materials",-0.1,0
"Siluria Technologies",-0.0436681222707424,0
"Sima Therapeutics",-0.122602224092221,0
"Simbol",-0.075,0
"Simple Approach Systems",-0.0416666666666667,0
"Sinewatts",0,0
"Singular Bio",-0.0230392156862745,0
"Singulex",-0.000466853408029879,0
"Sinton Consulting",0,0
"Sion Power",-0.0436893203883495,0
"Sirnaomics",0,0
"SixPoint Materials",-0.0106382978723404,0
"SK Hynix",0.334950748345501,0
"SK Telecom Co",-1,1
"Smart Planet Technologies",-0.024390243902439,0
"Smith &#x26; Nephew",0,0
"SNS NANO FIBER TECHNOLOGY",0,0
"SOL-ELECTRICA",0,0
"Sola USA",0,0
"SolaBlock",0,0
"SolAero Technologies Corp",0.158551243499819,0
"Solaire Generation",-0.00148809523809524,0
"Solan",0,0
"Solar Junction",-0.000453429057245418,0
"Solar Tectic",0.0285714285714286,0
"SolarCity",0.0428646079112744,0
"Solaris Holdings Limited",-1,1
"SolarLego",0,0
"Solarmer Energy",-1,1
"SolarReserve Technology",0,0
"SOLARTONIC",0,0
"SolarWorld Americas",-1,1
"SOLAZYME",-0.33670219898096,0
"SOLENA FUELS",0.0254237288135593,0
"Solexel",0.0164452779310342,0
"Solight Solar",0,0
"Soliton Lasers",0,0
"Solutia",-0.0295241046831956,0
"Solvay Specialty Polymers USA",-0.5,0
"SonoGene LLC",0,0
"Sony",0.201066875223689,0
"Sony Interactive Entertainment",0,0
"Sophoro Biotechnologies",0,0
"Soraa",0.0015717274573057,0
"Soraa Laser Diode",-0.0030433847463969,0
"Southwest Research Institute",-0.000925545043192102,0
"SPC",0,0
"SPICE SOLAR",0.0201342281879195,0
"SRG Global",0,0
"St Jude Medical",0,0
"St Microelectronics",0.0232558139534884,0
"Stablcor Technology",-0.00477326968973747,0
"STANDARD ALCOHOL COMPANY OF AMERICA",0,0
"Stanley Electric Co",0.0332213261648746,0
"Star Technology and Research",0.10077519379845,0
"Starlight Energy Holdings",0,0
"Starsource Scientific",-1,1
"STATS ChipPAC",0.0555569303497079,0
"STMicroelectronics Limited",0.131920710868079,0
"STMicroelectronics SA",0.0282845007084548,0
"Stora Enso Oyj",0.00818463939871428,0
"Stratasys",-1,1
"Strategic Solar Energy",-0.0157894736842105,0
"Suganit Systems",0,0
"Sumco",0.028950798305637,0
"Sumitomo Electric Device Innovations",0.00529100529100529,0
"Sumitomo Electric Industries",0.237132904136167,0
"Sumitomo Rubber Industries",0,0
"SUMITOMO WIRING SYSTEMS",0.178571428571429,0
"Sun Chemical",-0.0434782608695652,0
"Sun Drilling Products",0,0
"Sun Synchrony",-0.003003003003003,0
"Suncore Photovoltaics",0.000602409638554217,0
"SunCulture Solar",0.5,0
"Sundrop Fuels",0.00145288501452885,0
"SunEdison",-0.0099009900990099,0
"SunEdison Semiconductor Limited",-0.1,0
"Sungevity",-0.00279329608938547,0
"Sunlight Photonics",0.00131492439184747,0
"SunLink",0.00245098039215686,0
"SunPower",0.121062771188278,0
"SunRun",-1,1
"Sunrun South",0.0344827586206897,0
"SUNSALUTER",0,0
"Supremex",0,0
"Surebeam",0,0
"Sustainable Technologies",-0.00423728813559322,0
"Swagelok Company",-0.0113636363636364,0
"Sweetwater Energy",-0.00484261501210654,0
"Swift Engineering",-0.0358126721763085,0
"Symantec",0.184210526315789,0
"Synaptic Research",0,0
"Syngenta Participations AG",0.350877192982456,0
"Synopsys",-0.0162979415568146,0
"Synthetic Genomics",0,0
"Synthezyme",0,0
"SYNTHOMER USA",-0.666666666666667,0
"Sysmex",0.166666666666667,0
"System Biosciences",-0.0664961636828645,0
"Taiwan Semiconductor Manufacturing Company",0.14728973778877,0
"Taiyo Ink Mfg Co",0.333333333333333,0
"Takara Bio",0,0
"Takeda Pharmaceutical Company Limited",0.25,0
"Tamura",0.0319444444444444,0
"Tanaka Kikinzoku Kogyo KK",0.666666666666667,0
"Tarveda Therapeutics",0,0
"Tata Consultancy Services Limited",0,0
"Tau Therapeutics",-0.00175438596491228,0
"Taxon Biosciences",-0.185714285714286,0
"TDK",0.154755328792411,0
"Teal Sales",0.0142857142857143,0
"TECHNOLOGY RESEARCH",0.0236220472440945,0
"TECNIUM",-0.0338983050847458,0
"Tekkware",0,0
"TEKNOR APEX COMPANY",-0.0666666666666667,0
"Tela Innovations",-0.00193559538768054,0
"Teledyne Scientific & Imaging",0,0
"Tensor",-0.0108043217286915,0
"Teradata US",0,0
"Terra Caloric",0,0
"TerraVia Holdings",-0.00248756218905473,0
"Tersus Environmental",0,0
"Tesla Nanocoatings",-0.072289156626506,0
"Tessera",-0.000467726847521048,0
"Tessera Advanced Technologies",0.114093959731544,0
"TetraSun",-0.00543478260869565,0
"Texas Instruments",0.12219335102462,0
"Texas Instruments Deutschland",0.666666666666667,0
"Texas Research",-0.0252100840336134,0
"The Babcock & Wilcox Company",0.0561538461538462,0
"THE BOARD INSTITUTE",1,0
"The Boeing Company",0.0748248483676673,0
"The Carbon Cable Company",0.1,0
"The Charles Stark Draper Laboratory",-0.0114149416474998,0
"The Eastern Co",0.00757575757575758,0
"The Gates",0.0277777777777778,0
"The Goodyear Tire & Rubber Company",-0.0144247787610619,0
"The Henry M Jackson Foundation for the Advancement of Military Medicine",-0.0208333333333333,0
"The Iams Company",-0.0069204152249135,0
"The Jackson Laboratory",-1,1
"The Paymaster",0.0833333333333333,0
"The Procter & Gamble Company",0.0145506540453858,0
"The Samuel Roberts Noble Foundation",0,0
"THE SWEET LIVING GROUP",0,0
"TheGreenCell",0,0
"THEM",-0.0222222222222222,0
"Theraclone Sciences",-0.333333333333333,0
"Therapeutic Proteins",0,0
"Thermo Finnigan",-0.0256410256410256,0
"Thermo Fisher Scientific",0,0
"Thermorefinery Technologies",-0.5,0
"Thermoretinary Technologies",0,0
"Thoratec",-0.00223713646532438,0
"Thorlabs",0,0
"Thorlabs Quantum Electronics",0,0
"Thorn Bioscience",-1,1
"THYSSENKRUPP INDUSTRIAL SOLUTIONS",0,0
"Ticona",-0.0111731843575419,0
"Tigo Energy",-0.0062554320314048,0
"TIME WARNER CABLE ENTERPRISES",0,0
"TMC",-0.00544959128065395,0
"Toda Kogyo",0.0476190476190476,0
"Tokyo Electron Limited",0.332467982027802,0
"Tokyo Ohka Kogyo Co",0,0
"TOMOWAVE LABORATORIES",0.125,0
"Toray Industries",0.205555555555556,0
"Toray Plastics (America)",-0.00869565217391304,0
"Toshiba America Electronic Components",0.0344827586206897,0
"Toshiba Tec Kabushiki Kaisha",0.333333333333333,0
"Tosoh",-1,1
"Total Marketing Services",0.111111111111111,0
"Toyota Jidosha Kabushiki Kaisha",0.108256172839506,0
"Toyota Motor Engineering & Manufacturing North America",-0.041095412523984,0
"TP Solar",0,0
"Traex",-0.027027027027027,0
"TRANE",0,0
"Transilwrap Company",0,0
"Transitions Optical",-0.0181818181818182,0
"Transposagen Biopharmaceuticals",0.00383141762452107,0
"Transtron Solutions",0.666666666666667,0
"Travis Industries",0,0
"TRI ALPHA ENERGY",0,0
"TRIDONIC & CO KG",0,0
"Triple Ring Technologies",0,0
"TRITON MICROTECHNOLOGIES",0,0
"Triune IP",0.185185185185185,0
"Truckee Applied Genomics",-0.45,0
"True-Safe Technologies",0.0169491525423729,0
"TT Technologies",0,0
"Tufts Medical Center",1,0
"Turf Group",0,0
"Turtle Beach",0,0
"Twitter",1,0
"Two Blades Foundation",0,0
"Tyco Electronics",0.5,0
"Tyco Electronics UK",0,0
"U S MICROPOWER",-0.000544024104452628,0
"Ube Industries",0,0
"UCB Pharma SA",1,0
"UChicago Argonne",0.0761294261294261,0
"Uni-Charm",0,0
"Unifrax I",0,0
"UNISANTIS ELECTRONICS SINGAPORE PTE",0.0297176830709591,0
"Uniseal Solutions",0,0
"Unistrut Corp",0,0
"United Microelectronics Corp",0.0802622547520507,0
"United Technologies",-0.00252525252525253,0
"Unity Semiconductor",-0.0132244765610524,0
"Universal Display",0,0
"Universal Leaf Tobacco Co",1,0
"UOP",0,0
"US NUTRACEUTICALS",-0.0208333333333333,0
"US Smokeless Tobacco Company",0,0
"UT-Battelle",0.00816764934411993,0
"UTC FIRE & SECURITY",0,0
"UVIC INDUSTRY PARTNERSHIPS",0.0151515151515152,0
"UWM Research Foundation",0.523255813953488,0
"V35A Enterprises",1,0
"Vadient Optics",0.0879153254153254,0
"Valicor",0.502840909090909,0
"VALTED",-1,1
"Varian Semiconductor Equipment Associates",0,0
"Vascular BioSciences",0.166666666666667,0
"Vaxiion Therapeutics",0,0
"VEECO PRECISION SURFACE PROCESSING",0.416666666666667,0
"Ventana Medical Systems",0,0
"Veracode",0.000508388408744281,0
"Veracyte",-0.0266075388026608,0
"VERILY LIFE SCIENCES",-0.00793629851866384,0
"VERLASE TECHNOLOGIES",-0.110266159695817,0
"Verliant Energy",-0.0384615384615385,0
"VIASAT",-0.0165289256198347,0
"VINDICO NANOBIO TECHNOLOGY",-0.2,0
"Vindico NanoBioTechnology",-0.2,0
"VINYLAST",0,0
"VIOLIN MEMORY",0.0277777777777778,0
"Virent",0.088461980265924,0
"VivaLnk Limited (Cayman Islands)",1,0
"Vizio",0,0
"VMware",0.143609739670525,0
"Volterra Semiconductor",0.0227920227920228,0
"Vorbeck Materials",0.198230088495575,0
"Voxtel",-0.166666666666667,0
"W&Wsens Devices",-0.0157698204283611,0
"WADHAM ENERGY LP",0,0
"WAFERTECH",0,0
"Warsaw Orthopedic",-0.123711340206186,0
"Waters Technologies",0,0
"Watlow Electric Manufacturing Company",0,0
"Wave Energy Conversion of America",-0.0335570469798658,0
"WCA Group",-0.04,0
"Weatherford Canada Partnership",0,0
"WELL Shield",-0.03125,0
"Wenger",0.00465116279069767,0
"Wentworth Laboratories",0.125,0
"Western Digital (Fremont)",0,0
"Western Digital Technologies",0.00222824960916163,0
"WestPoint Home",0,0
"WHATSAPP",0,0
"Wikipad",-0.0026246719160105,0
"Winbond Electronics Corp",0.0218357487922705,0
"Winecom",-0.00636942675159236,0
"Wireless Environment",0,0
"WiSys Technology Foundation",0,0
"Wizard Labs",1,0
"Wostec",0,0
"WOVN",0,0
"Wyatt Technology",0.166666666666667,0
"X DEVELOPMENT",0.0128205128205128,0
"Xenogenic Development Limited Liability Company",0,0
"Xerox",0.164298594843006,0
"Xintec",1,0
"Xyleco",0.000998129588589536,0
"Yageo",-1,1
"Yamaha",0.479166666666667,0
"Yeda Research and Development Co",0,0
"ZENA TECHNOLOGIES",0.000306846085476266,0
"Zeno Semiconductor",-0.0620360552357792,0
"Zephyr Energy Systems",0,0
"ZIH Corp",0,0
"Ziptronix",0,0
"Zoetis Services",-0.00719424460431655,0
"ZON",-0.123595505617978,0
"Zygo",0.333333333333333,0
"Zyvex Labs",0.375,0
