firm,firm_length,url,name_clnd,name_length,hit_url,hit_url_length,rank,matches,public,acquired_merged,outcome
"ascent solar technologies, inc.",25,http://www.ascentsolar.com/,ASTI Stock Price - Ascent Solar Technologies Inc. Stock ...,59,https://www.marketwatch.com/investing/stock/asti,48,2,3,1,0,0
"ascent solar technologies, inc.",25,http://www.ascentsolar.com/,Ascent Solar Technologies Inc. (ASTI) Stock Message Board ...,61,https://investorshub.advfn.com/Ascent-Solar-Technologies-ASTI-8687/,67,4,3,2,1,0
"ascent solar technologies, inc.",25,http://www.ascentsolar.com/,Ascent Solar Technologies - Seeking Alpha,41,https://seekingalpha.com/article/3836406-ascent-solar-technologies-fallen-stock-unlikely-turn-around,100,5,3,3,1,0
"ascent solar technologies, inc.",25,http://www.ascentsolar.com/,ASTI:OTC US Stock Quote - Ascent Solar Technologies Inc ...,59,https://www.bloomberg.com/quote/ASTI:US,39,6,3,4,1,0
"ascent solar technologies, inc.",25,http://www.ascentsolar.com/,"ASCENT SOLAR TECHNOLOGIES, INC. (ASTIU) IPO - NASDAQ.com",56,https://www.nasdaq.com/markets/ipos/company/ascent-solar-technologies-inc-696833-48259,86,7,3,5,1,0
"ascent solar technologies, inc.",25,http://www.ascentsolar.com/,Three Concerns about Ascent Solar in 2017 (ASTI ...,51,https://www.investopedia.com/news/three-concerns-about-ascent-solar-2017-asti/,78,8,2,5,1,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Technologies - Official Site,37,http://www.everspin.com/,24,1,2,1,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Technologies Inc. - MarketWatch,40,https://www.marketwatch.com/investing/stock/mram,48,3,2,1,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,"Everspin Technologies, Inc. Common Stock (MRAM) Quote ...",57,https://www.nasdaq.com/symbol/mram,34,4,2,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Investors | Overview | Everspin,31,http://phx.corporate-ir.net/phoenix.zhtml?c=254442&p=irol-irhome,64,5,1,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Technologies Distributor | DigiKey Electronics,55,https://www.digikey.com/en/supplier-centers/e/everspin-technologies,67,6,2,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Reports Second Quarter 2018 Financial Results,54,https://finance.yahoo.com/news/everspin-reports-second-quarter-2018-200500680.html,82,8,1,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Darin Billerbeck Joins Everspin Technologies Board of ...,57,https://finance.yahoo.com/news/darin-billerbeck-joins-everspin-technologies-100000175.html,90,9,2,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Technologies - Official Site,37,http://www.everspin.com/,24,1,2,1,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Technologies Inc. - MarketWatch,40,https://www.marketwatch.com/investing/stock/mram,48,3,2,1,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,"Everspin Technologies, Inc. Common Stock (MRAM) Quote ...",57,https://www.nasdaq.com/symbol/mram,34,4,2,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Investors | Overview | Everspin,31,http://phx.corporate-ir.net/phoenix.zhtml?c=254442&p=irol-irhome,64,5,1,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Technologies Distributor | DigiKey Electronics,55,https://www.digikey.com/en/supplier-centers/e/everspin-technologies,67,6,2,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Everspin Reports Second Quarter 2018 Financial Results,54,https://finance.yahoo.com/news/everspin-reports-second-quarter-2018-200500680.html,82,8,1,2,0,0
"everspin technologies, inc.",21,https://www.everspin.com/,Darin Billerbeck Joins Everspin Technologies Board of ...,57,https://finance.yahoo.com/news/darin-billerbeck-joins-everspin-technologies-100000175.html,90,9,2,2,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,Envision Solar,14,http://www.envisionsolar.com/,29,1,2,0,0,1
"envision solar international, inc.",14,http://www.envisionsolar.com/,EVSI Stock Price - Envision Solar International Inc. Stock ...,62,https://www.marketwatch.com/investing/stock/evsi,48,2,2,1,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,EVSI:OTC US Stock Quote - Envision Solar International Inc ...,62,https://www.bloomberg.com/quote/EVSI:US,39,3,2,2,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,Bob Schweitzer Joins Envision Solar International as ...,56,https://finance.yahoo.com/news/bob-schweitzer-joins-envision-solar-090000383.html,81,4,2,2,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,Envision Solar and ChargePoint Announce an International ...,60,https://www.chargepoint.com/about/news/envision-solar-and-chargepoint-announce-international-partnership-offer-solar-powered-ev/,128,5,2,2,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,"Envision Solar International, Inc.: Private Company ...",55,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=34792193,81,6,2,2,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,Envision Solar International Inc. (EVSI) Press Releases ...,59,https://www.nasdaq.com/symbol/evsi/press-releases,49,7,2,3,0,0
"envision solar international, inc.",14,http://www.envisionsolar.com/,EVSI Key Statistics - Envision Solar International Inc ...,58,https://www.marketwatch.com/investing/stock/evsi/profile,56,8,2,3,0,0
finisar corporation,7,https://www.finisar.com/,Finisar - Official Site,23,https://www.finisar.com/,24,1,1,0,0,1
finisar corporation,7,https://www.finisar.com/,Investor Information | FINISAR CORPORATION,42,http://investor.finisar.com/,28,2,1,1,0,0
finisar corporation,7,https://www.finisar.com/,FNSR Stock Price - Finisar Corp. Stock Quote (U.S.: Nasdaq ...,62,https://www.marketwatch.com/investing/stock/fnsr,48,4,1,2,0,0
finisar corporation,7,https://www.finisar.com/,FNSR : Summary for Finisar Corporation - Yahoo Finance,54,https://finance.yahoo.com/quote/FNSR,36,5,1,3,0,0
finisar corporation,7,https://www.finisar.com/,Finisar Corporation - FNSR - Stock Price Today - Zacks,54,https://www.zacks.com/amp/stock/quote/FNSR,42,6,1,4,0,0
finisar corporation,7,https://www.finisar.com/,Finisar Corp - Bloomberg.com,28,https://www.bloomberg.com/quote/FNSR:US,39,7,1,4,0,0
finisar corporation,7,https://www.finisar.com/,FNSR Key Statistics - Finisar Corp. Financial Ratios ...,56,https://www.marketwatch.com/investing/stock/fnsr/profile,56,8,1,4,0,0
finisar corporation,7,https://www.finisar.com/,FNSR Profile | Finisar Corporation Stock - Yahoo Finance,56,https://finance.yahoo.com/quote/FNSR/profile,44,9,1,5,0,0
luna innovations incorporated,16,http://lunainc.com/,Luna - Official Site,20,http://lunainc.com/,19,1,1,0,0,1
luna innovations incorporated,16,http://lunainc.com/,LUNA : Summary for Luna Innovations Incorporated - Yahoo ...,60,https://finance.yahoo.com/quote/LUNA,36,3,2,0,0,0
luna innovations incorporated,16,http://lunainc.com/,LUNA Stock Price - Luna Innovations Inc. Stock Quote (U.S ...,61,https://www.marketwatch.com/investing/stock/luna,48,4,2,1,0,0
luna innovations incorporated,16,http://lunainc.com/,LUNA:NASDAQ CM Stock Quote - Luna Innovations Inc ...,53,https://www.bloomberg.com/quote/LUNA:US,39,5,2,2,0,0
luna innovations incorporated,16,http://lunainc.com/,LUNA Interactive Chart | Luna Innovations Incorporated ...,58,https://finance.yahoo.com/quote/LUNA/chart/,43,6,2,2,0,0
luna innovations incorporated,16,http://lunainc.com/,Luna Innovations Incorporated - LUNA - Stock Price Today ...,60,https://www.zacks.com/stock/quote/LUNA,38,7,2,3,0,0
luna innovations incorporated,16,http://lunainc.com/,Luna Innovations Inc. - TheStreet.com,37,https://www.thestreet.com/quote/LUNA.html,41,8,2,4,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,"Selecta Biosciences, Inc. - Official Site",41,http://selectabio.com/,22,1,2,0,0,1
"selecta biosciences, inc.",19,http://selectabio.com/,Selecta Biosciences Inc. - MarketWatch,38,https://www.marketwatch.com/investing/stock/selb,48,2,2,0,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,"Selecta Biosciences, Inc. Common Stock (SELB) Quote ...",55,https://www.nasdaq.com/symbol/selb,34,3,2,1,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,The Investment Case For Selecta Biosciences - Selecta ...,57,https://seekingalpha.com/article/4207595-investment-case-selecta-biosciences,76,5,2,2,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,Working at Selecta Biosciences | Glassdoor,42,"https://www.glassdoor.com/Overview/Working-at-Selecta-Biosciences-EI_IE592009.11,30.htm",87,6,2,2,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,Investor Overview | Selecta Biosciences Inc,43,https://selectabio.gcs-web.com/,31,7,2,2,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,Selecta Biosciences Has Fantastic Technology But Is ...,55,https://seekingalpha.com/article/4189269-selecta-biosciences-fantastic-technology-financially-stressed,102,8,2,2,0,0
"selecta biosciences, inc.",19,http://selectabio.com/,Job Listings - Selecta Biosciences Jobs,39,https://selectabio.isolvedhire.com/jobs/,40,9,2,2,0,0
luna innovations incorporated,16,http://lunainc.com/,Luna - Official Site,20,http://lunainc.com/,19,1,1,0,0,1
luna innovations incorporated,16,http://lunainc.com/,LUNA : Summary for Luna Innovations Incorporated - Yahoo ...,60,https://finance.yahoo.com/quote/LUNA,36,3,2,0,0,0
luna innovations incorporated,16,http://lunainc.com/,LUNA Stock Price - Luna Innovations Inc. Stock Quote (U.S ...,61,https://www.marketwatch.com/investing/stock/luna,48,4,2,1,0,0
luna innovations incorporated,16,http://lunainc.com/,LUNA:NASDAQ CM Stock Quote - Luna Innovations Inc ...,53,https://www.bloomberg.com/quote/LUNA:US,39,5,2,2,0,0
luna innovations incorporated,16,http://lunainc.com/,LUNA Interactive Chart | Luna Innovations Incorporated ...,58,https://finance.yahoo.com/quote/LUNA/chart/,43,6,2,2,0,0
luna innovations incorporated,16,http://lunainc.com/,Luna Innovations Incorporated - LUNA - Stock Price Today ...,60,https://www.zacks.com/stock/quote/LUNA,38,7,2,3,0,0
luna innovations incorporated,16,http://lunainc.com/,Luna Innovations Inc. - TheStreet.com,37,https://www.thestreet.com/quote/LUNA.html,41,8,2,4,0,0
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,Sarepta Therapeutics - Official Site,36,https://www.sarepta.com/,24,1,2,0,0,1
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,SRPT Stock Price - Sarepta Therapeutics Inc. Stock Quote ...,60,https://www.marketwatch.com/investing/stock/srpt,48,2,2,1,0,0
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,"Sarepta Therapeutics, Inc. (SRPT) News Headlines - NASDAQ.com",61,https://www.nasdaq.com/symbol/srpt/news-headlines,49,4,2,2,0,0
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,"SRPT : Summary for Sarepta Therapeutics, Inc ... - Yahoo ...",60,https://finance.yahoo.com/quote/SRPT,36,5,2,2,0,0
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,Sarepta Therapeutics - SRPT - Stock Price & News | The ...,58,https://www.fool.com/quote/nasdaq/sarepta-therapeutics/srpt,59,6,2,3,0,0
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,"SRPT Stock Quote - Sarepta Therapeutics, Inc. Common Stock ...",62,https://www.nasdaq.com/symbol/srpt,34,7,2,4,0,0
"sarepta therapeutics, inc.",20,https://www.sarepta.com/,"SRPT Interactive Chart | Sarepta Therapeutics, Inc. Stock ...",61,https://finance.yahoo.com/quote/SRPT/chart/,43,8,2,5,0,0
ideal power inc.,11,http://www.idealpower.com/,Ideal Power,11,http://www.idealpower.com/,26,1,2,0,0,1
ideal power inc.,11,http://www.idealpower.com/,"Ideal Power, Inc. (IPWR) CEO Dr. Lon Bell on Q2 2018 ...",56,https://seekingalpha.com/article/4198791-ideal-power-inc-ipwr-ceo-dr-lon-bell-q2-2018-results-earnings-call-transcript,118,2,2,0,0,0
ideal power inc.,11,http://www.idealpower.com/,Ideal Power Inc. - IPWR - Stock Price Today - Zacks,51,https://www.zacks.com/stock/quote/IPWR,38,3,2,1,0,0
ideal power inc.,11,http://www.idealpower.com/,Ideal Power Inc - Bloomberg.com,31,https://www.bloomberg.com/quote/IPWR:US,39,4,2,1,0,0
ideal power inc.,11,http://www.idealpower.com/,IPWR Stock Price - Ideal Power Inc. Stock Quote (U.S ...,56,https://www.marketwatch.com/investing/stock/ipwr,48,5,2,2,0,0
ideal power inc.,11,http://www.idealpower.com/,IPWR Conversations | Ideal Power Inc. - Yahoo Finance,53,https://finance.yahoo.com/quote/IPWR/community,46,6,2,2,0,0
ideal power inc.,11,http://www.idealpower.com/,IPWR Key Statistics - Ideal Power Inc. Financial Ratios ...,59,https://www.marketwatch.com/investing/stock/ipwr/profile,56,7,2,2,0,0
ideal power inc.,11,http://www.idealpower.com/,IDEAL POWER INC. (IPWR) IPO - NASDAQ.com,40,https://www.nasdaq.com/markets/ipos/company/ideal-power-inc-843917-73172,72,9,2,3,0,0
ideal power inc.,11,http://www.idealpower.com/,IPWR Stock Quote - Ideal Power Inc. Common Stock Price ...,58,https://www.nasdaq.com/symbol/ipwr,34,10,2,4,0,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,Pacific Biosciences - Home - PacBio,35,https://www.pacb.com/,21,1,2,0,0,1
"pacific biosciences of california, inc.",33,https://www.pacb.com/,INVESTOR RELATIONS | Pacific Biosciences of California,54,http://investor.pacificbiosciences.com/,39,2,4,0,1,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,"Pacific Biosciences of California, Inc. Announces Proposed ...",62,https://finance.yahoo.com/news/pacific-biosciences-california-inc-announces-200100082.html,90,4,4,0,1,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,Pacific Biosciences of California's (PACB) CEO Mike ...,55,https://seekingalpha.com/article/4168882-pacific-biosciences-californias-pacb-ceo-mike-hunkapiller-q1-2018-results-earnings-call,128,5,4,0,1,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,Pacific Biosciences of California Revenue Up Thanks to ...,58,https://www.fool.com/investing/2018/08/03/pacific-biosciences-of-california-revenue-up-thank.aspx,97,6,4,1,1,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,"Here's Why Pacific Biosciences of California, Inc. Rose 40 ...",62,https://www.fool.com/investing/2018/07/09/heres-why-pacific-biosciences-of-california-inc-ro.aspx,97,7,4,2,1,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,PACB Stock Price - Pacific Biosciences of California Inc ...,60,https://www.marketwatch.com/investing/stock/pacb,48,8,4,3,1,0
"pacific biosciences of california, inc.",33,https://www.pacb.com/,Press Releases | Pacific Biosciences of California,50,http://investor.pacificbiosciences.com/press-releases,53,9,4,4,1,0
"forest concepts, llc",15,http://www.forestconcepts.com/,Forest Concepts: Home,21,http://www.forestconcepts.com/,30,1,2,1,0,1
"forest concepts, llc",15,http://www.forestconcepts.com/,Advanced Forest Concepts - cocc.edu,35,https://www.cocc.edu/programs/forestry/advanced-forest-concepts.aspx,68,2,2,1,0,0
"forest concepts, llc",15,http://www.forestconcepts.com/,4-H Forestry Field Day Manual - Tree and Forest Concepts,56,https://www.bugwood.org/4H/forestryfieldday/tree_and_forest_concepts.html,73,8,2,1,0,0
"forest concepts, llc",15,http://www.forestconcepts.com/,WoodStraw.com: Home,19,http://woodstraw.com/,21,9,0,1,1,0
clearsign combustion corporation,20,https://www.clearsign.com/,ClearSign Combustion - Official Site,36,https://www.clearsign.com/,26,1,2,0,0,1
clearsign combustion corporation,20,https://www.clearsign.com/,ClearSign Combustion Corporation - Overview,43,http://ir.clearsign.com/overview,32,2,2,1,0,0
clearsign combustion corporation,20,https://www.clearsign.com/,ClearSign Combustion Corporation - Company News,47,http://ir.clearsign.com/company-news,36,3,2,1,0,0
clearsign combustion corporation,20,https://www.clearsign.com/,ClearSign Combustion Corp. (CLIR) CEO Stephen Pirnat on Q2 ...,62,https://seekingalpha.com/article/4198760-clearsign-combustion-corp-clir-ceo-stephen-pirnat-q2-2018-results-earnings-call-transcript,131,4,2,2,0,0
clearsign combustion corporation,20,https://www.clearsign.com/,ClearSign Combustion Corporation ... - finance.yahoo.com,56,https://finance.yahoo.com/news/clearsign-combustion-corporation-announces-second-201500926.html,95,5,2,2,1,0
clearsign combustion corporation,20,https://www.clearsign.com/,CLIR Stock Price - ClearSign Combustion Corp. Stock Quote ...,61,https://www.marketwatch.com/investing/stock/clir,48,6,2,3,1,0
clearsign combustion corporation,20,https://www.clearsign.com/,ClearSign Combustion Corporation Announces First Quarter ...,60,https://finance.yahoo.com/news/clearsign-combustion-corporation-announces-first-123000976.html,94,7,2,3,2,0
clearsign combustion corporation,20,https://www.clearsign.com/,Clearsign Combustion Corporation - CLIR - Stock Price ...,57,https://www.zacks.com/stock/quote/CLIR,38,8,2,4,2,0
"ansun biopharma, inc.",15,http://www.ansunbiopharma.com/,Home - Ansun BioPharmaAnsun BioPharma,37,http://www.ansunbiopharma.com/,30,1,2,0,0,1
"ansun biopharma, inc.",15,http://www.ansunbiopharma.com/,Ansun BioPharma secures $85 million in Series A Financing,57,https://www.prnewswire.com/news-releases/ansun-biopharma-secures-85-million-in-series-a-financing-300647212.html,112,3,2,0,0,0
"ansun biopharma, inc.",15,http://www.ansunbiopharma.com/,Ansun Biopharma Announces Key Appointments to its ...,53,https://www.prnewswire.com/news-releases/ansun-biopharma-announces-key-appointments-to-its-executive-management-team-300725045.html,131,4,2,0,0,0
"ansun biopharma, inc.",15,http://www.ansunbiopharma.com/,"Ansun BioPharma, Inc. Raises $85 Million in Series A ...",56,http://www.sycr.com/Ansun-Biopharma-Inc-Raises-85-Million-in-Series-A-Financing/,80,6,2,0,0,0
"ansun biopharma, inc.",15,http://www.ansunbiopharma.com/,"Ansun Biopharma, Inc. in San Diego, CA - (858) 452-2631 ...",59,http://www.buzzfile.com/business/Ansun-858-452-2631,51,7,2,0,0,0
"ansun biopharma, inc.",15,http://www.ansunbiopharma.com/,Ansun BioPharma secures $85m to advance experimental anti ...,61,https://www.biopharma-reporter.com/Article/2018/05/16/Ansun-BioPharma-secures-85m-to-advance-experimental-anti-viral,116,8,2,0,0,0
gliknik inc.,7,http://www.gliknik.com/,Home - Gliknik,14,http://www.gliknik.com/,23,1,1,0,0,1
gliknik inc.,7,http://www.gliknik.com/,Gliknik Inc.: Private Company Information - Bloomberg,53,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=107788287,82,2,1,0,0,0
gliknik inc.,7,http://www.gliknik.com/,Gliknik Inc. | UM BioPark,25,http://www.umbiopark.com/tenants/gliknik-inc,44,3,1,0,0,0
gliknik inc.,7,http://www.gliknik.com/,Gliknik Inc. Adds Incyte Corporation President & CEO Paul ...,61,https://www.biospace.com/article/releases/gliknik-inc-adds-incyte-corporation-president-and-ceo-b-paul-a-friedman-b-to-its-board-of-directors-/,143,5,1,0,0,0
gliknik inc.,7,http://www.gliknik.com/,"Gliknik Inc. - Baltimore , MD - Business Page - New home page",61,https://www.dandb.com/businessdirectory/gliknikinc.-baltimore-md-24142444.html,78,6,1,0,0,0
gliknik inc.,7,http://www.gliknik.com/,"David Block, Gliknik Inc: Profile & Biography - Bloomberg",57,https://www.bloomberg.com/profiles/people/4128662-david-s-block,63,7,1,0,0,0
gliknik inc.,7,http://www.gliknik.com/,Gliknik Inc - BIO,17,https://www.bio.org/gliknik-inc,31,8,1,0,0,0
gliknik inc.,7,http://www.gliknik.com/,"Gliknik Competitors, Revenue and Employees - owler.com",54,https://www.owler.com/company/gliknik,37,9,1,0,0,0
"atonometrics, inc.",12,http://www.atonometrics.com/,Atonometrics | Test & Measurement for the PV Industry,53,http://www.atonometrics.com/,28,1,1,0,0,1
"atonometrics, inc.",12,http://www.atonometrics.com/,"Atonometrics, Inc.: Private Company Information - Bloomberg",59,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=117434425,82,3,1,0,0,0
"atonometrics, inc.",12,http://www.atonometrics.com/,Atonometrics Company Profile: Valuation & Investors ...,55,https://pitchbook.com/profiles/company/55225-54,47,5,1,0,0,0
"atonometrics, inc.",12,http://www.atonometrics.com/,"Autometrics Motorsports | Club Racing, Pro Racing, Race ...",59,http://www.autometricsmotorsports.com/,38,7,0,0,0,0
"atonometrics, inc.",12,http://www.atonometrics.com/,Home [www.autonometrics.com],28,http://www.autonometrics.com/,29,8,0,0,0,0
"atonometrics, inc.",12,http://www.atonometrics.com/,Atonometrics | VentureRadar,27,https://www.ventureradar.com/organisation/Atonometrics/c3100287-58c5-4542-9814-e08af3103b60,91,9,1,0,0,0
goal zero llc,9,https://www.goalzero.com/,Goal Zero,9,https://www.goalzero.com/,25,1,2,0,0,1
goal zero llc,9,https://www.goalzero.com/,Goal Zero LLC: Company Profile - Bloomberg,42,https://www.bloomberg.com/profiles/companies/0396084D:US-goal-zero-llc,70,2,2,0,0,0
goal zero llc,9,https://www.goalzero.com/,GOAL ZERO Corporation: Private Company Information - Bloomberg,62,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=66675135,81,4,2,0,0,0
goal zero llc,9,https://www.goalzero.com/,Goal Zero | PrivCo | Private Company Financial Intelligence,59,http://www.privco.com/private-company/goal-zero-llc,51,5,2,1,1,0
goal zero llc,9,https://www.goalzero.com/,"Goal Zero LLC Company Profile | Key Contacts, Financials ...",60,http://www.hoovers.com/company-information/cs/company-profile.goal_zero_llc.c3025fec4da589b9.html,97,6,2,1,1,0
goal zero llc,9,https://www.goalzero.com/,"Goal Zero LLC - Bluffdale , UT - Business Page",46,https://www.dandb.com/businessdirectory/goalzerollc-bluffdale-ut-1972298.html,77,7,2,1,1,0
goal zero llc,9,https://www.goalzero.com/,"Goal Zero LLC in Riverton, UT - (888) 794-6250 - Company ...",60,http://www.buzzfile.com/business/Goal0-888-794-6250,51,8,2,1,1,0
"applied nanostructures, inc.",22,http://www.appnano.com/,Appnano - Official Site,23,http://www.appnano.com/,23,1,0,0,0,1
"applied nanostructures, inc.",22,http://www.appnano.com/,Working at Applied NanoStructures | Glassdoor,45,"https://www.glassdoor.com/Overview/Working-at-Applied-NanoStructures-EI_IE1559272.11,33.htm",91,2,2,0,0,0
"applied nanostructures, inc.",22,http://www.appnano.com/,"Applied NanoStructures : Quotes, Address, Contact",49,https://www.azonano.com/suppliers.aspx?SupplierID=1982,54,5,2,0,0,0
"applied nanostructures, inc.",22,http://www.appnano.com/,Applied NanoStructures | California in the NanoEconomy,54,http://californiananoeconomy.org/content/applied-nanostructures,63,6,2,0,0,0
"applied nanostructures, inc.",22,http://www.appnano.com/,"Applied Nanostructures, Inc. in Mountain View, CA - (650 ...",60,http://www.buzzfile.com/business/Appnano-650-988-9880,53,7,2,0,0,0
"cavium, inc.",6,https://cavium.com/,Cavium - Official Site,22,https://cavium.com/,19,1,1,0,0,1
"cavium, inc.",6,https://cavium.com/,"CAVM Headlines | Cavium, Inc. Stock - Yahoo Finance",51,https://finance.yahoo.com/quote/CAVM/news/,42,4,1,1,1,0
"cavium, inc.",6,https://cavium.com/,"Cavium's Competitors, Revenue, Number of Employees ... - Owler",62,https://www.owler.com/company/cavium,36,5,1,1,1,0
"cavium, inc.",6,https://cavium.com/,Cavium - Fortune,16,http://fortune.com/future-50/cavium/,36,6,1,1,1,0
"cavium, inc.",6,https://cavium.com/,"NASDAQ:CAVM - Stock Price, News, & Analysis for Cavium",54,https://www.marketbeat.com/stocks/NASDAQ/CAVM/,46,7,1,2,1,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm - Official Site,24,https://www.fluidigm.com/,25,1,1,0,0,1
fluidigm corporation,8,https://www.fluidigm.com/,Press Releases | Fluidigm Corporation,37,http://investors.fluidigm.com/press-releases,44,4,1,1,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm Corporation - FLDM - Stock Price Today - Zacks,55,https://www.zacks.com/stock/quote/FLDM,38,5,1,2,0,0
fluidigm corporation,8,https://www.fluidigm.com/,FLDM : Summary for Fluidigm Corporation - Yahoo Finance,55,https://finance.yahoo.com/quote/FLDM,36,7,1,3,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm Corporation Competitors - NASDAQ.com,45,https://www.nasdaq.com/symbol/fldm/competitors,46,8,1,4,0,0
fluidigm corporation,8,https://www.fluidigm.com/,Fluidigm Corporation Company Profile | Key Contacts ...,55,http://www.hoovers.com/company-information/cs/company-profile.fluidigm_corporation.a4325b168bdec1e0.html,104,10,1,4,0,0
"imra america, inc.",12,https://www.imra.com/,"IMRA America, Inc. - Official Site",34,https://www.imra.com/,21,1,2,0,0,1
"imra america, inc.",12,https://www.imra.com/,Careers at IMRA America,23,https://www.imra.com/careers/,29,2,2,0,0,0
"imra america, inc.",12,https://www.imra.com/,Contact IMRA America,20,http://nano.imra.com/contact-us/,32,3,2,0,0,0
"imra america, inc.",12,https://www.imra.com/,"IMRA America, Inc.: Private Company Information - Bloomberg",59,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=4639760,80,4,2,0,0,0
"imra america, inc.",12,https://www.imra.com/,Working at Imra America | Glassdoor,35,"https://www.glassdoor.com/Overview/Working-at-Imra-America-EI_IE293653.11,23.htm",80,5,2,0,0,0
"imra america, inc.",12,https://www.imra.com/,Imra America Reviews | Glassdoor,32,https://www.glassdoor.com/Reviews/Imra-America-Reviews-E293653.htm,66,7,2,0,0,0
"imra america, inc.",12,https://www.imra.com/,12. Imra America Inc. - Crain's Detroit Business,48,http://www.crainsdetroit.com/article/20161111/AWARDS1316/161119956/12-imra-america-inc,86,8,2,0,0,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,Microchips Biotech,18,http://www.microchipsbiotech.com/,33,1,2,0,0,1
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,"Microchips Biotech, Teva Pharmaceutical partner on ...",54,http://www.betaboston.com/news/2015/06/18/microchips-biotech-teva-pharmaceutical-partner-on-implants-for-drug-delivery/,119,3,2,0,0,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,"Microchips Biotech, Inc.: CEO and Executives - Bloomberg",56,https://www.bloomberg.com/research/stocks/private/people.asp?privcapId=97222,76,4,2,0,0,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,"Microchips Biotech, Inc.: Private Company Information ...",57,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=97222,78,5,2,0,0,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,Winston-Salems KeraNetics Merges with Microchips Biotech,56,https://www.ncbiotech.org/news/winston-salems-keranetics-merges-microchips-biotech,82,6,2,0,1,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,Teva and Microchips Biotech Announce Partnership to ...,55,https://tevapharm.com/news/teva_and_microchips_biotech_announce_partnership_to_enhance_patient_outcomes_through_digital_drug_delivery_technology_06_15.aspx,155,7,2,0,1,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,KeraNetics and Microchips Biotech will merge to form ...,56,https://www.bizjournals.com/triad/news/2018/07/11/winston-salem-biotech-company-will-merge-with.html,100,8,2,0,2,0
"microchips biotech, inc.",18,http://www.microchipsbiotech.com/,Microchips Biotech - Massachusetts Biotechnology Council,56,https://www.massbio.org/member/microchips-biotech-43738,55,9,2,0,2,0
"oceanit laboratories, inc.",20,https://www.oceanit.com/,Oceanit - Official Site,23,https://www.oceanit.com/,24,1,1,0,1,1
"oceanit laboratories, inc.",20,https://www.oceanit.com/,"Oceanit Laboratories, Inc.: Private Company Information ...",59,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=11712688,81,3,2,0,1,0
