firm,firm_length,url,name_clnd,name_length,hit_url,hit_url_length,rank,matches,public,acquired_merged,outcome
"integrated dna technologies, inc.",27,idtdna.com/,Integrated DNA Technologies Reviews | Glassdoor,47,glassdoor.com/Reviews/Integrated-DNA-Technologies-Reviews-E39806.htm,80,5,3,0,0,0
"integrated dna technologies, inc.",27,idtdna.com/,Integrated DNA Technologies Salaries | Glassdoor,48,glassdoor.com/Salary/Integrated-DNA-Technologies-Salaries-E39806.htm,80,8,3,0,0,0
"integrated dna technologies, inc.",27,idtdna.com/,Careers Center | Welcome,24,careers-idtdna.icims.com/,33,9,0,0,0,0
"ascent solar technologies, inc.",25,ascentsolar.com/,Ascent Solar - Official Site,28,ascentsolar.com/,27,1,2,0,0,1
"ascent solar technologies, inc.",25,ascentsolar.com/,ASTI Stock Price - Ascent Solar Technologies Inc. Stock ...,59,marketwatch.com/investing/stock/asti,48,2,3,1,0,0
"ascent solar technologies, inc.",25,ascentsolar.com/,Ascent Solar Technologies Inc. (ASTI) Stock Message Board ...,61,investorshub.advfn.com/Ascent-Solar-Technologies-ASTI-8687/,67,4,3,2,1,0
"ascent solar technologies, inc.",25,ascentsolar.com/,Ascent Solar Technologies - Seeking Alpha,41,seekingalpha.com/article/3836406-ascent-solar-technologies-fallen-stock-unlikely-turn-around,100,5,3,3,1,0
"ascent solar technologies, inc.",25,ascentsolar.com/,ASTI:OTC US Stock Quote - Ascent Solar Technologies Inc ...,59,bloomberg.com/quote/ASTI:US,39,6,3,4,1,0
"ascent solar technologies, inc.",25,ascentsolar.com/,"ASCENT SOLAR TECHNOLOGIES, INC. (ASTIU) IPO - NASDAQ.com",56,nasdaq.com/markets/ipos/company/ascent-solar-technologies-inc-696833-48259,86,7,3,5,1,0
"ascent solar technologies, inc.",25,ascentsolar.com/,Three Concerns about Ascent Solar in 2017 (ASTI ...,51,investopedia.com/news/three-concerns-about-ascent-solar-2017-asti/,78,8,2,5,1,0
"everspin technologies, inc.",21,everspin.com/,Everspin Technologies - Official Site,37,everspin.com/,24,1,2,1,0,1
"everspin technologies, inc.",21,everspin.com/,Everspin Technologies Inc. - MarketWatch,40,marketwatch.com/investing/stock/mram,48,3,2,1,0,0
"everspin technologies, inc.",21,everspin.com/,"Everspin Technologies, Inc. Common Stock (MRAM) Quote ...",57,nasdaq.com/symbol/mram,34,4,2,2,0,0
"everspin technologies, inc.",21,everspin.com/,Investors | Overview | Everspin,31,phx.corporate-ir.net/phoenix.zhtml?c=254442&p=irol-irhome,64,5,1,2,0,0
"everspin technologies, inc.",21,everspin.com/,Everspin Technologies Distributor | DigiKey Electronics,55,digikey.com/en/supplier-centers/e/everspin-technologies,67,6,2,2,0,0
"everspin technologies, inc.",21,everspin.com/,Everspin Reports Second Quarter 2018 Financial Results,54,finance.yahoo.com/news/everspin-reports-second-quarter-2018-200500680.html,82,8,1,2,0,0
"everspin technologies, inc.",21,everspin.com/,Darin Billerbeck Joins Everspin Technologies Board of ...,57,finance.yahoo.com/news/darin-billerbeck-joins-everspin-technologies-100000175.html,90,9,2,2,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,"BDSI - BioDelivery Sciences International, Inc.",47,bdsi.com/,17,1,2,0,0,1
"biodelivery sciences international, inc.",20,bdsi.com/,BDSI Stock Price - BioDelivery Sciences International Inc ...,61,marketwatch.com/investing/stock/bdsi,48,2,2,1,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,"News Releases | BioDelivery Sciences International, Inc.",56,ir.bdsi.com/news-events/news-releases,44,3,2,1,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,"Biodelivery Sciences International, Inc. - BDSI - Stock ...",59,zacks.com/stock/quote/BDSI,38,4,2,2,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,"BioDelivery Sciences International, Inc.'s (BDSI) CEO Herm ...",62,seekingalpha.com/article/4197444-biodelivery-sciences-international-inc-s-bdsi-ceo-herm-cukier-q2-2018-results-earnings-call,132,5,2,3,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,BioDelivery Sciences International Inc - Bloomberg.com,54,bloomberg.com/quote/BDSI:US,39,6,2,3,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,Who Are The Major Shareholders Of BioDelivery Sciences ...,58,finance.yahoo.com/news/major-shareholders-biodelivery-sciences-international-122301568.html,99,7,2,4,0,0
"biodelivery sciences international, inc.",20,bdsi.com/,BDSI BioDelivery Sciences International Inc. stock and ...,58,stocktwits.com/symbol/BDSI,34,8,2,5,0,0
"envision solar international, inc.",14,envisionsolar.com/,Envision Solar,14,envisionsolar.com/,29,1,2,0,0,1
"envision solar international, inc.",14,envisionsolar.com/,EVSI Stock Price - Envision Solar International Inc. Stock ...,62,marketwatch.com/investing/stock/evsi,48,2,2,1,0,0
"envision solar international, inc.",14,envisionsolar.com/,EVSI:OTC US Stock Quote - Envision Solar International Inc ...,62,bloomberg.com/quote/EVSI:US,39,3,2,2,0,0
"envision solar international, inc.",14,envisionsolar.com/,Bob Schweitzer Joins Envision Solar International as ...,56,finance.yahoo.com/news/bob-schweitzer-joins-envision-solar-090000383.html,81,4,2,2,0,0
"envision solar international, inc.",14,envisionsolar.com/,Envision Solar and ChargePoint Announce an International ...,60,chargepoint.com/about/news/envision-solar-and-chargepoint-announce-international-partnership-offer-solar-powered-ev/,128,5,2,2,0,0
"envision solar international, inc.",14,envisionsolar.com/,"Envision Solar International, Inc.: Private Company ...",55,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=34792193,81,6,2,2,0,0
"envision solar international, inc.",14,envisionsolar.com/,Envision Solar International Inc. (EVSI) Press Releases ...,59,nasdaq.com/symbol/evsi/press-releases,49,7,2,3,0,0
"envision solar international, inc.",14,envisionsolar.com/,EVSI Key Statistics - Envision Solar International Inc ...,58,marketwatch.com/investing/stock/evsi/profile,56,8,2,3,0,0
finisar corporation,7,finisar.com/,Finisar - Official Site,23,finisar.com/,24,1,1,0,0,1
finisar corporation,7,finisar.com/,Investor Information | FINISAR CORPORATION,42,investor.finisar.com/,28,2,1,1,0,0
finisar corporation,7,finisar.com/,FNSR Stock Price - Finisar Corp. Stock Quote (U.S.: Nasdaq ...,62,marketwatch.com/investing/stock/fnsr,48,4,1,2,0,0
finisar corporation,7,finisar.com/,FNSR : Summary for Finisar Corporation - Yahoo Finance,54,finance.yahoo.com/quote/FNSR,36,5,1,3,0,0
finisar corporation,7,finisar.com/,Finisar Corporation - FNSR - Stock Price Today - Zacks,54,zacks.com/amp/stock/quote/FNSR,42,6,1,4,0,0
finisar corporation,7,finisar.com/,Finisar Corp - Bloomberg.com,28,bloomberg.com/quote/FNSR:US,39,7,1,4,0,0
finisar corporation,7,finisar.com/,FNSR Key Statistics - Finisar Corp. Financial Ratios ...,56,marketwatch.com/investing/stock/fnsr/profile,56,8,1,4,0,0
finisar corporation,7,finisar.com/,FNSR Profile | Finisar Corporation Stock - Yahoo Finance,56,finance.yahoo.com/quote/FNSR/profile,44,9,1,5,0,0
luna innovations incorporated,16,lunainc.com/,Luna - Official Site,20,lunainc.com/,19,1,1,0,0,1
luna innovations incorporated,16,lunainc.com/,LUNA : Summary for Luna Innovations Incorporated - Yahoo ...,60,finance.yahoo.com/quote/LUNA,36,3,2,0,0,0
luna innovations incorporated,16,lunainc.com/,LUNA Stock Price - Luna Innovations Inc. Stock Quote (U.S ...,61,marketwatch.com/investing/stock/luna,48,4,2,1,0,0
luna innovations incorporated,16,lunainc.com/,LUNA:NASDAQ CM Stock Quote - Luna Innovations Inc ...,53,bloomberg.com/quote/LUNA:US,39,5,2,2,0,0
luna innovations incorporated,16,lunainc.com/,LUNA Interactive Chart | Luna Innovations Incorporated ...,58,finance.yahoo.com/quote/LUNA/chart/,43,6,2,2,0,0
luna innovations incorporated,16,lunainc.com/,Luna Innovations Incorporated - LUNA - Stock Price Today ...,60,zacks.com/stock/quote/LUNA,38,7,2,3,0,0
luna innovations incorporated,16,lunainc.com/,Luna Innovations Inc. - TheStreet.com,37,thestreet.com/quote/LUNA.html,41,8,2,4,0,0
"selecta biosciences, inc.",19,selectabio.com/,"Selecta Biosciences, Inc. - Official Site",41,selectabio.com/,22,1,2,0,0,1
"selecta biosciences, inc.",19,selectabio.com/,Selecta Biosciences Inc. - MarketWatch,38,marketwatch.com/investing/stock/selb,48,2,2,0,0,0
"selecta biosciences, inc.",19,selectabio.com/,"Selecta Biosciences, Inc. Common Stock (SELB) Quote ...",55,nasdaq.com/symbol/selb,34,3,2,1,0,0
"selecta biosciences, inc.",19,selectabio.com/,The Investment Case For Selecta Biosciences - Selecta ...,57,seekingalpha.com/article/4207595-investment-case-selecta-biosciences,76,5,2,2,0,0
"selecta biosciences, inc.",19,selectabio.com/,Working at Selecta Biosciences | Glassdoor,42,"glassdoor.com/Overview/Working-at-Selecta-Biosciences-EI_IE592009.11,30.htm",87,6,2,2,0,0
"selecta biosciences, inc.",19,selectabio.com/,Investor Overview | Selecta Biosciences Inc,43,selectabio.gcs-web.com/,31,7,2,2,0,0
"selecta biosciences, inc.",19,selectabio.com/,Selecta Biosciences Has Fantastic Technology But Is ...,55,seekingalpha.com/article/4189269-selecta-biosciences-fantastic-technology-financially-stressed,102,8,2,2,0,0
"selecta biosciences, inc.",19,selectabio.com/,Job Listings - Selecta Biosciences Jobs,39,selectabio.isolvedhire.com/jobs/,40,9,2,2,0,0
"achaogen, inc.",8,achaogen.com/,Achaogen - Official Site,24,achaogen.com/,24,1,1,0,0,1
"achaogen, inc.",8,achaogen.com/,Achaogen Inc. - MarketWatch,27,marketwatch.com/investing/stock/akao,48,2,1,0,0,0
"achaogen, inc.",8,achaogen.com/,"ACHAOGEN, INC. (AKAO) IPO - NASDAQ.com",38,nasdaq.com/markets/ipos/company/achaogen-inc-647671-74489,69,3,1,1,0,0
"achaogen, inc.",8,achaogen.com/,Achaogen Inc - Bloomberg.com,28,bloomberg.com/quote/AKAO:US,39,4,1,1,0,0
"achaogen, inc.",8,achaogen.com/,AKAO Key Statistics - Achaogen Inc. Financial Ratios ...,56,marketwatch.com/investing/stock/akao/profile,56,5,1,1,0,0
"achaogen, inc.",8,achaogen.com/,"AKAO : Summary for Achaogen, Inc. - Yahoo Finance",49,finance.yahoo.com/quote/AKAO,36,6,1,2,0,0
"achaogen, inc.",8,achaogen.com/,AKAO Achaogen Inc. stock and investing information on ...,57,stocktwits.com/symbol/AKAO,34,7,1,3,0,0
"achaogen, inc.",8,achaogen.com/,Achaogen Inc. - NASDAQ:AKAO - Stock Quote & News - TheStreet,60,thestreet.com/quote/AKAO.html,41,8,1,4,0,0
"aerovironment, inc.",13,avinc.com/,"AeroVironment, Inc. | Unmanned Aircraft Systems & Tactical ...",62,avinc.com/,21,1,1,0,0,1
"aerovironment, inc.",13,avinc.com/,AVAV Stock Price - AeroVironment Inc. Stock Quote (U.S ...,58,marketwatch.com/investing/stock/AVAV,48,3,1,1,0,0
"aerovironment, inc.",13,avinc.com/,EV Solutions | Electric Vehicle Charging Products & Services,60,evsolutions.com/,28,4,0,1,0,0
"aerovironment, inc.",13,avinc.com/,Aerovironment Inc - Bloomberg.com,33,bloomberg.com/quote/AVAV:US,39,5,1,2,0,0
"aerovironment, inc.",13,avinc.com/,AVAV: AeroVironment Inc - Stock Quote and News - CNBC,53,cnbc.com/quotes/?symbol=AVAV,40,6,1,3,0,0
"aerovironment, inc.",13,avinc.com/,"Press Releases | Investor Relations | AeroVironment, Inc.",57,investor.avinc.com/press-releases,40,7,1,3,0,0
"aerovironment, inc.",13,avinc.com/,AVAV Key Statistics - AeroVironment Inc. Financial Ratios ...,61,marketwatch.com/investing/stock/avav/profile,56,8,1,3,0,0
"aerovironment, inc.",13,avinc.com/,AeroVironment Inc. - The New York Times,39,nytimes.com/topic/company/aerovironment-inc,55,9,1,3,0,0
"aerovironment, inc.",13,avinc.com/,"AVAV Profile | AeroVironment, Inc. Stock - Yahoo Finance",56,finance.yahoo.com/quote/AVAV/profile,44,10,1,4,0,0
"avinger, inc.",7,avinger.com/,Avinger - Official Site,23,avinger.com/,19,1,1,0,0,1
"avinger, inc.",7,avinger.com/,AVGR Stock Price - Avinger Inc. Stock Quote (U.S.: Nasdaq ...,61,marketwatch.com/investing/stock/AVGR,48,2,1,1,0,0
"avinger, inc.",7,avinger.com/,"Avinger, Inc.: Private Company Information - Bloomberg",54,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=98560456,81,3,1,1,0,0
"avinger, inc.",7,avinger.com/,AVGR Key Statistics - Avinger Inc. Financial Ratios ...,55,marketwatch.com/investing/stock/avgr/profile,56,4,1,1,0,0
"avinger, inc.",7,avinger.com/,Avinger Inc - Bloomberg.com,27,bloomberg.com/quote/AVGR:US,39,5,1,1,0,0
"avinger, inc.",7,avinger.com/,"Avinger, Inc. (AVGR) News Headlines - NASDAQ.com",48,nasdaq.com/symbol/avgr/news-headlines,49,7,1,2,0,0
"avinger, inc.",7,avinger.com/,"Avinger, Inc. - AVGR - Stock Price Today - Zacks",48,zacks.com/stock/quote/AVGR,38,8,1,3,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,Dicerna Pharmaceuticals | Dicerna Pharmaceuticals,49,dicerna.com/,19,1,2,0,0,1
"dicerna pharmaceuticals, inc.",23,dicerna.com/,Our Take On Dicerna Pharmaceuticals - Dicerna ...,49,seekingalpha.com/article/4200902-take-dicerna-pharmaceuticals,69,2,2,0,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,DRNA Stock Price - Dicerna Pharmaceuticals Inc. Stock ...,57,marketwatch.com/investing/stock/drna,48,3,2,1,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,"Here's Why Dicerna Pharmaceuticals, Inc. Is on a Roller ...",59,fool.com/investing/2018/09/07/heres-why-dicerna-pharmaceuticals-inc-is-on-a-roll.aspx,97,4,2,2,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,"Dicerna Pharmaceuticals, Inc. - Zacks Investment Research",57,zacks.com/stock/quote/DRNA,38,5,2,2,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,Dicerna Pharmaceuticals Inc. - NASDAQ:DRNA - Stock Quote ...,60,thestreet.com/quote/DRNA.html,41,6,2,3,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,"Dicerna Pharmaceuticals, Inc. (DRNA ... - seekingalpha.com",58,seekingalpha.com/article/4196848-dicerna-pharmaceuticals-inc-drna-ceo-douglas-fambrough-q2-2018-results-earnings-call,125,7,2,3,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,DRNA Key Statistics - Dicerna Pharmaceuticals Inc ...,53,marketwatch.com/investing/stock/drna/profile,56,9,2,3,0,0
"dicerna pharmaceuticals, inc.",23,dicerna.com/,"Dicerna Pharmaceuticals, Inc.: Private Company Information ...",62,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=39280611,81,10,2,3,0,0
"exelixis, inc.",8,exelixis.com/,Exelixis - Official Site,24,exelixis.com/,25,1,1,0,0,1
"exelixis, inc.",8,exelixis.com/,Exelixis is On a Mission to Help Cancer Patients Recover ...,60,exelixis.com/mission/,33,2,1,1,0,0
"exelixis, inc.",8,exelixis.com/,2018 Press Releases - Investor - Exelixis,41,ir.exelixis.com/phoenix.zhtml?c=120923&p=irol-news&nyo=0,63,3,1,1,0,0
"exelixis, inc.",8,exelixis.com/,Media Resources - Investor - Exelixis,37,ir.exelixis.com/phoenix.zhtml?c=120923&p=irol-mediaResources,67,4,1,1,0,0
"exelixis, inc.",8,exelixis.com/,EXEL Stock Price - Exelixis Inc. Stock Quote (U.S.: Nasdaq ...,62,marketwatch.com/investing/stock/exel,48,5,1,2,0,0
"exelixis, inc.",8,exelixis.com/,"Exelixis: An Updated View - Exelixis, Inc. (NASDAQ:EXEL ...",59,seekingalpha.com/article/4206236-exelixis-updated-view,62,6,1,3,0,0
"exelixis, inc.",8,exelixis.com/,Exelixis Inc - Bloomberg.com,28,bloomberg.com/quote/EXEL:US,39,8,1,3,0,0
"kvh industries, inc.",14,kvh.com/,"KVH Industries, Inc. - Mobile Satellite, Guidance, and ...",58,kvh.com/,20,1,2,0,0,1
"kvh industries, inc.",14,kvh.com/,KVHI Stock Price - KVH Industries Inc. Stock Quote (U.S ...,59,marketwatch.com/investing/stock/kvhi,48,2,2,1,0,0
"kvh industries, inc.",14,kvh.com/,KVHI:NASDAQ GS Stock Quote - KVH Industries Inc ...,51,bloomberg.com/quote/KVHI:US,39,3,2,2,0,0
"kvh industries, inc.",14,kvh.com/,"KVH Industries, Inc.: Private Company Information - Bloomberg",61,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=353460,79,5,2,2,0,0
"kvh industries, inc.",14,kvh.com/,"KVH Industries, Inc. (KVHI) CEO Martin Kits van Heyningen ...",61,seekingalpha.com/article/4195111-kvh-industries-inc-kvhi-ceo-martin-kits-van-heyningen-q2-2018-results-earnings-call,124,6,2,3,0,0
"kvh industries, inc.",14,kvh.com/,KVHI Insider Trading - KVH Industries Inc. Transactions ...,59,marketwatch.com/investing/stock/kvhi/insideractions,63,7,2,4,0,0
"kvh industries, inc.",14,kvh.com/,"Kvh Industries, Inc. - KVHI - Stock Price Today - Zacks",55,zacks.com/stock/quote/KVHI,38,8,2,5,0,0
"kvh industries, inc.",14,kvh.com/,"KVH Industries, Inc. (NASDAQ:KVHI) Files An 8-K Results of ...",62,marketexclusive.com/kvh-industries-inc-nasdaqkvhi-files-an-8-k-results-of-operations-and-financial-condition-5/2018/03/,127,9,2,6,0,0
"macrogenics, inc.",11,macrogenics.com/,MacroGenics - Official Site,27,macrogenics.com/,27,1,1,0,0,1
"macrogenics, inc.",11,macrogenics.com/,"Investors | MacroGenics, Inc.",29,ir.macrogenics.com/,26,2,1,0,0,0
"macrogenics, inc.",11,macrogenics.com/,Careers Center | Open Positions,31,careers-macrogenics.icims.com/,38,3,0,0,0,0
"macrogenics, inc.",11,macrogenics.com/,MacroGenics Inc - Bloomberg.com,31,bloomberg.com/quote/MGNX:US,39,5,1,0,0,0
"macrogenics, inc.",11,macrogenics.com/,MGNX Stock Price - Macrogenics Inc. Stock Quote (U.S ...,56,marketwatch.com/investing/stock/MGNX,48,7,1,1,0,0
"macrogenics, inc.",11,macrogenics.com/,"MacroGenics, Inc.: Private Company Information - Bloomberg",58,bloomberg.com/research/stocks/private/snapshot.asp?privcapId=600911,79,9,1,1,0,0
"novavax, inc.",7,novavax.com/,Novavax - Official Site,23,novavax.com/,19,1,1,0,1,1
"novavax, inc.",7,novavax.com/,NVAX Stock Price - Novavax Inc. Stock Quote (U.S.: Nasdaq ...,61,marketwatch.com/investing/stock/nvax,48,2,1,1,1,0
"novavax, inc.",7,novavax.com/,"Where Will Novavax, Inc. Be in 1 Year? -- The Motley Fool",57,fool.com/investing/2018/09/10/where-will-novavax-inc-be-in-1-year.aspx,82,3,1,1,1,0
"novavax, inc.",7,novavax.com/,About Us  Novavax,17,novavax.com/page/3/about-us,34,5,1,1,2,0
"novavax, inc.",7,novavax.com/,Why Novavax Inc. Is Surging 14.4% Higher Today -- The ...,57,fool.com/investing/2018/09/24/why-novavax-inc-is-surging-14-higher-today.aspx,89,6,1,1,2,0
"novavax, inc.",7,novavax.com/,"Novavax, Inc. (NVAX) Management Presents at Cantor Global ...",61,seekingalpha.com/article/4209660-novavax-inc-nvax-management-presents-cantor-global-healthcare-conference-transcript,124,7,1,1,2,0
"novavax, inc.",7,novavax.com/,NVAX: Novavax Inc - Stock Quote and News - CNBC,47,cnbc.com/quotes/?symbol=NVAX,40,8,1,2,2,0
"novavax, inc.",7,novavax.com/,"Novavax, Inc. (NVAX) Presents at Ladenburg Thalmann 2018 ...",60,seekingalpha.com/article/4209441-novavax-inc-nvax-presents-ladenburg-thalmann-2018-healthcare-conference-transcript,123,9,1,2,2,0
"sarepta therapeutics, inc.",20,sarepta.com/,Sarepta Therapeutics - Official Site,36,sarepta.com/,24,1,2,0,0,1
"sarepta therapeutics, inc.",20,sarepta.com/,SRPT Stock Price - Sarepta Therapeutics Inc. Stock Quote ...,60,marketwatch.com/investing/stock/srpt,48,2,2,1,0,0
"sarepta therapeutics, inc.",20,sarepta.com/,"Sarepta Therapeutics, Inc. (SRPT) News Headlines - NASDAQ.com",61,nasdaq.com/symbol/srpt/news-headlines,49,4,2,2,0,0
"sarepta therapeutics, inc.",20,sarepta.com/,"SRPT : Summary for Sarepta Therapeutics, Inc ... - Yahoo ...",60,finance.yahoo.com/quote/SRPT,36,5,2,2,0,0
"sarepta therapeutics, inc.",20,sarepta.com/,Sarepta Therapeutics - SRPT - Stock Price & News | The ...,58,fool.com/quote/nasdaq/sarepta-therapeutics/srpt,59,6,2,3,0,0
"sarepta therapeutics, inc.",20,sarepta.com/,"SRPT Stock Quote - Sarepta Therapeutics, Inc. Common Stock ...",62,nasdaq.com/symbol/srpt,34,7,2,4,0,0
"sarepta therapeutics, inc.",20,sarepta.com/,"SRPT Interactive Chart | Sarepta Therapeutics, Inc. Stock ...",61,finance.yahoo.com/quote/SRPT/chart/,43,8,2,5,0,0
becton dickinson and company,28,bd.com/,Becton Dickinson - Official Site,32,bd.com/,19,1,2,1,0,1
becton dickinson and company,28,bd.com/,BDX:New York Stock Quote - Becton Dickinson and Co ...,54,bloomberg.com/quote/BDX:US,38,3,3,2,0,0
becton dickinson and company,28,bd.com/,"Becton, Dickinson and Company (BDX) - Yahoo Finance",51,finance.yahoo.com/quote/BDX,35,4,4,3,0,0
becton dickinson and company,28,bd.com/,"Becton, Dickinson and Company Company Profile | Key ...",55,hoovers.com/company-information/cs/company-profile.becton_dickinson_and_company.8cc09f05a55eb104.html,112,5,4,3,0,0
becton dickinson and company,28,bd.com/,Becton Dickinson company profile - Office locations ...,55,craft.co/becton-dickinson,33,6,3,3,0,0
becton dickinson and company,28,bd.com/,BDX Stock Price - Becton Dickinson & Co. Stock Quote (U.S ...,61,marketwatch.com/investing/stock/bdx,47,8,2,4,0,0
becton dickinson and company,28,bd.com/,Becton Dickinson & Company - The New York Times,47,nytimes.com/topic/company/becton-dickinson-company,62,9,3,4,0,0
"bionano genomics, inc.",16,bionanogenomics.com/,Bionano Genomics | Genome Mapping Reveals True Genome ...,57,bionanogenomics.com/,28,1,2,0,0,1
"bionano genomics, inc.",16,bionanogenomics.com/,Overview - Bionano Genomics,27,ir.bionanogenomics.com/,31,2,2,1,0,0
"bionano genomics, inc.",16,bionanogenomics.com/,Team - Bionano Genomics,23,ir.bionanogenomics.com/our-team/,40,3,2,1,0,0
"bionano genomics, inc.",16,bionanogenomics.com/,Bionano Genomics Proposes Terms For IPO - Bionano Genomics ...,62,seekingalpha.com/article/4190215-bionano-genomics-proposes-terms-ipo,76,4,2,1,0,0
"bionano genomics, inc.",16,bionanogenomics.com/,"BIONANO GENOMICS, INC (BNGOU) IPO - NASDAQ.com",46,nasdaq.com/markets/ipos/company/bionano-genomics-inc-756078-87261,77,5,2,2,0,0
"bionano genomics, inc.",16,bionanogenomics.com/,Biotech Instrument Maker Bionano Genomics Bucks Trend in ...,60,wsj.com/articles/biotech-instrument-maker-bionano-genomics-bucks-trend-in-20-6-million-ipo-1534879472,113,8,2,3,0,0
"bionano genomics, inc.",16,bionanogenomics.com/,Bionano Genomics Seeks to Raise $34.5M in IPO | GenomeWeb,57,genomeweb.com/business-news/bionano-genomics-seeks-raise-345m-ipo,77,9,2,4,0,0
ideal power inc.,11,idealpower.com/,Ideal Power,11,idealpower.com/,26,1,2,0,0,1
ideal power inc.,11,idealpower.com/,"Ideal Power, Inc. (IPWR) CEO Dr. Lon Bell on Q2 2018 ...",56,seekingalpha.com/article/4198791-ideal-power-inc-ipwr-ceo-dr-lon-bell-q2-2018-results-earnings-call-transcript,118,2,2,0,0,0
ideal power inc.,11,idealpower.com/,Ideal Power Inc. - IPWR - Stock Price Today - Zacks,51,zacks.com/stock/quote/IPWR,38,3,2,1,0,0
ideal power inc.,11,idealpower.com/,Ideal Power Inc - Bloomberg.com,31,bloomberg.com/quote/IPWR:US,39,4,2,1,0,0
ideal power inc.,11,idealpower.com/,IPWR Stock Price - Ideal Power Inc. Stock Quote (U.S ...,56,marketwatch.com/investing/stock/ipwr,48,5,2,2,0,0
ideal power inc.,11,idealpower.com/,IPWR Conversations | Ideal Power Inc. - Yahoo Finance,53,finance.yahoo.com/quote/IPWR/community,46,6,2,2,0,0
ideal power inc.,11,idealpower.com/,IPWR Key Statistics - Ideal Power Inc. Financial Ratios ...,59,marketwatch.com/investing/stock/ipwr/profile,56,7,2,2,0,0
ideal power inc.,11,idealpower.com/,IDEAL POWER INC. (IPWR) IPO - NASDAQ.com,40,nasdaq.com/markets/ipos/company/ideal-power-inc-843917-73172,72,9,2,3,0,0
ideal power inc.,11,idealpower.com/,IPWR Stock Quote - Ideal Power Inc. Common Stock Price ...,58,nasdaq.com/symbol/ipwr,34,10,2,4,0,0
"pacific biosciences of california, inc.",33,pacb.com/,Pacific Biosciences - Home - PacBio,35,pacb.com/,21,1,2,0,0,1
"pacific biosciences of california, inc.",33,pacb.com/,INVESTOR RELATIONS | Pacific Biosciences of California,54,investor.pacificbiosciences.com/,39,2,4,0,1,0
"pacific biosciences of california, inc.",33,pacb.com/,"Pacific Biosciences of California, Inc. Announces Proposed ...",62,finance.yahoo.com/news/pacific-biosciences-california-inc-announces-200100082.html,90,4,4,0,1,0
"pacific biosciences of california, inc.",33,pacb.com/,Pacific Biosciences of California's (PACB) CEO Mike ...,55,seekingalpha.com/article/4168882-pacific-biosciences-californias-pacb-ceo-mike-hunkapiller-q1-2018-results-earnings-call,128,5,4,0,1,0
"pacific biosciences of california, inc.",33,pacb.com/,Pacific Biosciences of California Revenue Up Thanks to ...,58,fool.com/investing/2018/08/03/pacific-biosciences-of-california-revenue-up-thank.aspx,97,6,4,1,1,0
"pacific biosciences of california, inc.",33,pacb.com/,"Here's Why Pacific Biosciences of California, Inc. Rose 40 ...",62,fool.com/investing/2018/07/09/heres-why-pacific-biosciences-of-california-inc-ro.aspx,97,7,4,2,1,0
"pacific biosciences of california, inc.",33,pacb.com/,PACB Stock Price - Pacific Biosciences of California Inc ...,60,marketwatch.com/investing/stock/pacb,48,8,4,3,1,0
"pacific biosciences of california, inc.",33,pacb.com/,Press Releases | Pacific Biosciences of California,50,investor.pacificbiosciences.com/press-releases,53,9,4,4,1,0
"cryolife, inc.",8,cryolife.com/,CryoLife - Official Site,24,cryolife.com/,25,1,1,0,0,1
"cryolife, inc.",8,cryolife.com/,Investor Overview | Cryolife Inc.,33,investors.cryolife.com/,30,2,1,0,0,0
"cryolife, inc.",8,cryolife.com/,CRY Stock Price - CryoLife Inc. Stock Quote (U.S.: NYSE ...,59,marketwatch.com/investing/stock/cry,47,3,1,1,0,0
"cryolife, inc.",8,cryolife.com/,CryoLife Inc - Bloomberg.com,28,bloomberg.com/quote/CRY:US,38,5,1,1,0,0
"cryolife, inc.",8,cryolife.com/,"Sign In - CryoLife, Inc.",24,cryoworld1.cryolife.com/intranet/intranet.nsf?Login,59,6,1,1,0,0
"cryolife, inc.",8,cryolife.com/,CryoLife Completes Acquisition of JOTEC | Cryolife Inc.,55,investors.cryolife.com/news-releases/news-release-details/cryolife-completes-acquisition-jotec,101,7,1,1,1,0
"cryolife, inc.",8,cryolife.com/,CRY Key Statistics - CryoLife Inc. Financial Ratios ...,55,marketwatch.com/investing/stock/cry/profile,55,8,1,1,1,0
"cryolife, inc.",8,cryolife.com/,"CryoLife, Inc. (CRY) Stock Report  NASDAQ.com",45,nasdaq.com/symbol/cry/stock-report,46,9,1,2,1,0
"marrone bio innovations, inc.",23,marronebioinnovations.com/,Marrone Bio Innovations  BIO WITH BITE.,39,marronebioinnovations.com/,34,1,3,1,0,1
