firm_name,url,about_lbl,mgmt_lbl,partners_lbl,ip_lbl,about_agg_lbl,gid
AVI BioPharma,https://www.sarepta.com/company/strategic-scientific-advisory-board,,1,,,,
AVI BioPharma,https://www.sarepta.com/join-our-team,,,,,0,25
AVI BioPharma,https://www.sarepta.com/our-company,1,,,,1,25
AVI BioPharma,https://www.sarepta.com/our-team/career-opportunities,,,,,0,25
AVI BioPharma,https://www.sarepta.com/our-team/working-sarepta,,,,,0,25
AVOGY,https://nexgenpowersystems.com/,,,,,,
AVOGY,https://nexgenpowersystems.com/about/,1,,,,1,26
AVOGY,https://nexgenpowersystems.com/contact/,,,,,0,26
AVOGY,https://nexgenpowersystems.com/management/,,1,,,1,26
Baker Hughes Incorporated,https://www.bhge.com/,,,,,0,122
Baker Hughes Incorporated,https://www.bhge.com/annualreport/company-portfolio.html?utm_campaign=AR&utm_content=Dig&utm_medium=card&utm_source=bhge,,,,,0,122
Baker Hughes Incorporated,https://www.bhge.com/digital/asset-performance-management,,,,,,
Baker Hughes Incorporated,https://www.bhge.com/news/adnoc-and-bhge-form-strategic-partnership-improve-drilling-efficiencies-and-grow-adnoc-drilling,,,,,,
Baker Hughes Incorporated,https://www.bhge.com/our-company,1,,,,1,122
Baxter Healthcare SA,https://www.baxter.com/,,,,,,
Baxter Healthcare SA,https://www.baxter.com/our-story,1,,,,1,127
Baxter Healthcare SA,https://www.baxter.com/our-story/corporate-responsibility,,,,,0,127
Baxter Healthcare SA,https://www.baxter.com/our-story/our-history,1,,,,1,127
Baxter Healthcare SA,https://www.baxter.com/partners-suppliers,,,1,,,
Baxter Healthcare SA,https://www.baxter.com/perspectives/patients-stories/remote-patient-management-gives-peritoneal-dialysis-patient-peace,,,,,0,127
Biocon Limited,http://biocon.com/,,,,,,
Biocon Limited,http://biocon.com/220918_Biocon_Company_Statement_SE.asp,,,,,0,140
Biocon Limited,http://biocon.com/biocon_aboutus_businesses.asp,1,,,,1,140
Biocon Limited,http://biocon.com/biocon_aboutus_factsheet.asp,1,,,,1,140
Biocon Limited,http://biocon.com/biocon_aboutus.asp,1,,,,1,140
Biocon Limited,http://biocon.com/biocon_press_kmprofile.asp?subLink=down,,,,,0,140
Biocon Limited,http://biocon.com/biocon_press_media_bioprofile.asp?subLink=down,,,,,0,140
Biocon Limited,https://www.biocon.com/301118_Biocon_Company_Statement_SE.asp,,,,,0,140
Biocon Limited,https://www.biocon.com/biocon_aboutus_biomalaysia.asp,,,,,0,140
Bostik,https://www.bostik.com/our-company/,1,,,,1,155
Bostik,https://www.bostik.com/our-company/about-arkema/,1,,,,1,155
Bostik,https://www.bostik.com/us/,,,,,,
Braun Intertec Geothermal,https://braunintertec.com/,,,,,,
Braun Intertec Geothermal,https://braunintertec.com/about-us/,1,,,,1,157
Braun Intertec Geothermal,https://braunintertec.com/about-us/awards/,1,,,,1,157
Braun Intertec Geothermal,https://braunintertec.com/about-us/community-engagement/,,,,,0,157
Braun Intertec Geothermal,https://braunintertec.com/about-us/fleet-equipment/,,,,,0,157
Braun Intertec Geothermal,https://braunintertec.com/about-us/history/,1,,,,1,157
Braun Intertec Geothermal,https://braunintertec.com/about-us/leadership/,,1,,,1,157
Braun Intertec Geothermal,https://braunintertec.com/about-us/safety-quality-certifications/,,,,,0,157
BRIGHTLEAF TECHNOLOGIES INC.,http://www.brightleafpower.com/,,,,,,
BRIGHTLEAF TECHNOLOGIES INC.,http://www.brightleafpower.com/about-us/,1,,,,1,118
BRIGHTLEAF TECHNOLOGIES INC.,http://www.brightleafpower.com/executive-leadership/,,1,,,1,118
BRIGHTLEAF TECHNOLOGIES INC.,http://www.brightleafpower.com/innovation/,,,,,1,118
BRIGHTLEAF TECHNOLOGIES INC.,http://www.brightleafpower.com/values/,1,,,,1,118
Brookhaven Science Associates LLC ,http://bsa-hq.org/,,,,,0,163
Brookhaven Science Associates LLC ,http://bsa-hq.org/about/about.php,1,,,,1,163
Brookhaven Science Associates LLC ,http://bsa-hq.org/about/board.php,,1,,,1,163
Brookhaven Science Associates LLC ,http://bsa-hq.org/about/committee.php,,1,,,1,163
Brookhaven Science Associates LLC ,http://www.bsa-hq.org/contract.php,,,,,0,163
Butamax(TM) Advanced Biofuels LLC,http://www.butamax.com/,,,,,,
Butamax(TM) Advanced Biofuels LLC,http://www.butamax.com/biofuel-company.aspx,1,,,,1,166
Cadence Design Systems,https://www.cadence.com/,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company.html,1,,,,1,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/board-of-directors.html,,1,,,1,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/careers.html,,,,,0,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/contact-us.html,,,,,0,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/corporate-governance.html,1,1,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/culture.html,1,,,,1,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/culture/sustainability.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/customers.html,,,,,0,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/events.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/events/industry-events/ces-2019.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/events/industry-events/ip-soc-days-2018.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/events/industry-events/vietnam-technology-on-tour-2018.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/events/webinars/vmanager-multi-engine-coverage-webinar.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/executive-team.html,,1,,,1,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/investors.html,,,,,0,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom.html,,,,,0,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases/pr/2016/cadence-unveils-next-generation-virtuoso-platform-featuring-advanced-analog-verification-technologies-and-10x-performance-improvements-across-platform.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases/pr/2016/cypress-adopts-cadence-digital-implementation-and-circuit-simulation-tools-for-40nm-automotive-designs.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases/pr/2018/cadence-announces-tapeout-of-gddr6-ip-on-samsung-s-7lpp-process-.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases/pr/2018/cadence-delivers-advanced-packaging-reference-flow-for-samsung-f.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases/pr/2018/cadence-introduces-the-tensilica-hifi-5-dsp--the-first-dsp-optim.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/newsroom/press-releases/pr/2018/cadence-perspec-system-verifier-supports-new-accellera-portable-.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/system-design-enablement.html,1,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/company/u-s-trademarks.html,,,,,0,181
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/services/cadence-academic-network/academic-partnerships.html,,,1,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/pcb-design-and-analysis/library-and-design-data-management.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/pcb-design-and-analysis/library-and-design-data-management/allegro-ecad-mcad-library-creator.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/pcb-design-and-analysis/library-and-design-data-management/allegro-edm-solution.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/pcb-design-and-analysis/library-and-design-data-management/allegro-pcb-librarian.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/pcb-design-and-analysis/library-and-design-data-management/allegro-pulse.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/pcb-design-and-analysis/pc-design-flows/allegro-whats-new/data-management.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/system-design-and-verification/planning-and-management.html,,,,,,
Cadence Design Systems,https://www.cadence.com/content/cadence-www/global/en_US/home/tools/system-design-and-verification/planning-and-management/incisive-vmanager-solution.html,,,,,,
Cadence Design Systems,https://www.cadence.com/etc/clientlibs/cadence-www/modal.views.modal.html?assetType=video&assetPath=/content/dam/cadence-www/global/en_US/videos/about-cadence/enabling-complex-electronic-systems.mp4,,,,,,
Calysta,http://calysta.com/,,,,,,
Calysta,http://calysta.com/calysta-and-uk-partners-win-icheme-global-team-award-for-excellence-from-institution-of-chemical-engineers/,,,,,0,183
Calysta,http://calysta.com/calysta-partners-with-nofima-for-trials-to-promote-sustainable-seafood/,,,,,,
Calysta,http://calysta.com/commercialization/partners/,,,1,,,
Calysta,http://calysta.com/company/,1,,,,1,183
Calysta,http://calysta.com/company/advisory-board/,,1,,,1,183
Calysta,http://calysta.com/company/board/,,1,,,1,183
Calysta,http://calysta.com/company/investors/,,,,,0,183
Calysta,http://calysta.com/company/locations/,,,,,0,183
Calysta,http://calysta.com/company/management/,,1,,,1,183
Canon Kabushiki Kaisha,https://global.canon/ctc/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/about/,1,,,,1,185
Canon Kabushiki Kaisha,https://global.canon/en/about/index.html,1,,,,1,185
Canon Kabushiki Kaisha,https://global.canon/en/corporate/,1,,,,1,185
Canon Kabushiki Kaisha,https://global.canon/en/corporate/history/,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/history/01.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/history/02.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/history/03.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/history/04.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/history/05.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/executive.html,,1,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/group/,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/group/gr01.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/group/gr02.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/group/gr03.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/group/gr04.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/location.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/organization.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/information/profile.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/logo/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/corporate/pdf/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/corporate/result/,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/result/10years_group.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/corporate/result/summary.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/brand.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/governance.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/intellectual-property.html,,,,1,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/risk.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/stakeholder.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/management/supply-chain.html,,,1,,,
Canon Kabushiki Kaisha,https://global.canon/en/csr/message/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/csr/policy/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/environment/vision/,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/index.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/ir/strategies/,,,,,0,185
Canon Kabushiki Kaisha,https://global.canon/en/ir/strategies/governance.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/,,,,,1,185
Canon Kabushiki Kaisha,https://global.canon/en/vision/greeting.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/index.html,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/new-business/,,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/new-business/commercial-printing.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/new-business/healthcare.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/new-business/industry.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/new-business/nvs.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/philosophy.html,1,,,,,
Canon Kabushiki Kaisha,https://global.canon/en/vision/strategies.html,1,,,,,
Chemtreat,http://www.chemtreat.com/about/,1,,,,1,202
Chemtreat,http://www.chemtreat.com/about/environmental-health-safety-policy/,,,,,0,202
Chemtreat,https://www.chemtreat.com/,,,,,,
Chemtreat,https://www.chemtreat.com/about/environmental-commitment/,,,,,,
Chemtreat,https://www.chemtreat.com/about/our-businesses/,1,,,,,
Chemtreat,https://www.chemtreat.com/applications/boiler-water-treatment/,,,,,0,202
Chemtreat,https://www.chemtreat.com/careers/,,,,,,
Chemtreat,https://www.chemtreat.com/solutions/environmental-solutions/,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/diversity/pages/ceoperspective.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/diversity/pages/default.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/diversity/pages/equalopportunity.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/financialinfo/pages/default.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/leadershipteam/pages/default.aspx,,1,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/loc/Pages/Default.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/businesscontinuity.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/communityinvolvement.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/Pages/CommunityInvolvement.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/communitysponsorships.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/default.aspx,1,,,,1,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/faq.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/glossary.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/hqvisitors.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/pages/ownerinformation.aspx,1,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/company/Pages/worldwideoperations.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/news/Pages/QA-.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/Pages/default.aspx,,,,,0,204
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/rnt/licensing/aromaxtech/pages/history.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/rnt/licensing/petech/pages/history.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/sustain/pages/about-chevron%20phillips%20chemical.aspx,,,,,,
Chevron Phillips Chemical Company LP,http://www.cpchem.com/en-us/sustain/pages/about-this-report.aspx,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/_layouts/15/cdlogin.aspx?ReturnUrl=/en-us/_layouts/15/Authenticate.aspx?Source=%2Fen%2Dus%2Fpartner%2Dhome,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie,1,,,,1,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/anti-slavery-statement,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/careers,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/christie-locations,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/contact-us,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/cookie-notice,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/executive-profiles,,1,,,1,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/news-room,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/news-room/awards-and-industry-firsts,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/news-room/pr-contacts,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/news-room/press-releases/CGR-Cinemas-declares-future-of-cinema-is-RGB-laser,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/news-room/press-releases/christie-wins-most-influential-company-award,,,,,,
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/privacy-policy,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/sustainability,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/terms-and-conditions,,,,,0,207
Christie Digital Systems,https://www.christiedigital.com/en-us/about-christie/tradeshows-and-events,,,,,,
CI4 Technologies,http://ci4.us/,,,,,,
CI4 Technologies,http://ci4.us/about,1,,,,1,171
CI4 Technologies,http://ci4.us/infosci-cautions-federal-lawmakers-about-security-vulnerabilities-in-distributed-ledger-technology/,,,,,0,171
CMC ICOS BIOLOGICS,http://www.agcbio.com/,,,,,,
CMC ICOS BIOLOGICS,http://www.agcbio.com/about_us,1,,,,1,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/about/environmental_policy,,,,,1,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/about/executive_management,,1,,,1,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/about/our_history,1,,,,1,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/join_our_team,,,,,0,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/joinourteam/copenhagen_careers,,,,,0,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/joinourteam/heidelberg_careers_agc,,,,,0,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/joinourteam/our_benefits,,,,,0,173
CMC ICOS BIOLOGICS,http://www.agcbio.com/joinourteam/usa_careers,,,,,0,173
Coloplast A/S,https://www.coloplast.us/,,,,,0,217
Coloplast A/S,https://www.coloplast.us/about-us/,1,,,,1,217
Coloplast A/S,https://www.coloplast.us/about-us/coloplast_samples/Catheter_Set_SpeediCath_Compact_Set_Samples/,,,,,0,217
Coloplast A/S,https://www.coloplast.us/about-us/coloplast-careers/,,,,,0,217
Coloplast A/S,https://www.coloplast.us/about-us/contact/,,,,,0,217
Coloplast A/S,https://www.coloplast.us/about-us/our-company/,1,,,,1,217
Coloplast A/S,https://www.coloplast.us/about-us/our-company/coloplast_history/,1,,,,1,217
Coloplast A/S,https://www.coloplast.us/about-us/our-company/corporate-responsibility/,,,,,0,217
Coloplast A/S,https://www.coloplast.us/about-us/our-company/Mission-and-Values/,1,,,,1,217
Coloplast A/S,https://www.coloplast.us/about-us/press/,,,,,0,217
Combined Energies,http://combined-energies.com/,,,,,,
Combined Energies,http://combined-energies.com/about-us,1,,,,1,219
Cook Biotech Incorporated,https://www.cookbiotech.com/,,,,,,
Cook Biotech Incorporated,https://www.cookbiotech.com/about/,1,,,,1,228
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/,,,,,,
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/,1,,,,1,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/diversity-inclusion/,,,,,0,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/ethics-compliance/,1,,,,1,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/ethics-compliance/human-rights-statement/,,,,,0,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/history/,1,,,,1,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/mission-and-values/,1,,,,1,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/about/sustainability-environmental-practices/,,,,,0,175
COOK MEDICAL TECHNOLOGIES LLC,https://www.cookmedical.com/lead-management/,,1,,,1,175
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/Code-of-Conduct.aspx,,,,,0,235
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/community.aspx,,,,,0,235
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/Cristal-Vision.aspx,1,,,,1,235
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/default.aspx,1,,,,1,235
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/global-reach.aspx,,,,,0,235
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/research-technology.aspx,1,,,,1,235
Cristal USA Inc.,http://www.cristal.com/about-us/Pages/site-locations.aspx,,,,,0,235
Cristal USA Inc.,http://www.cristal.com/chinese/Pages/about.aspx,1,,,,1,235
Cristal USA Inc.,http://www.cristal.com/news-room/Pages/publications.aspx,,,,,0,235
Cristal USA Inc.,http://www.cristal.com/Pages/default.aspx,,,,,,
Crystal Solar Inc.,http://xtalsolar.com/,,,,,,
Crystal Solar Inc.,http://xtalsolar.com/company.html,1,,,,1,238
Custom Electronics Inc.,https://www.customelec.com/?_escaped_fragment_=,,,,,,
Custom Electronics Inc.,https://www.customelec.com/company,1,,,,1,240
Custom Electronics Inc.,https://www.customelec.com/copy-of-company,1,,,,1,240
Custom Electronics Inc.,https://www.customelec.com/copy-of-team-cei,,1,,,1,240
Custom Electronics Inc.,https://www.customelec.com/team-cei,,1,,,1,240
Cyberonics,https://livanova.cyberonics.com/,,,,,0,241
Cyberonics,https://livanova.cyberonics.com/about,1,,,,1,241
Cyberonics,https://livanova.cyberonics.com/about/corporate-governance,,,,,0,241
Cyberonics,https://www.livanova.com/en-US/Home/About-Us/Our-Ethics.aspx,,,,,0,241
Da Yu Enterprises,http://dayuenterprises.com/,,,,,,
Da Yu Enterprises,http://dayuenterprises.com/About_Us.html,1,,,,1,251
Da Yu Enterprises,http://dayuenterprises.com/Management.html,,1,,,1,251
Delta Electronics,http://www.deltaww.com/,,,,,,
Delta Electronics,http://www.deltaww.com/about/brand.aspx?secID=5&pid=2&tid=0&hl=en-US,,,,,0,261
Delta Electronics,http://www.deltaww.com/about/company.aspx?secID=5&pid=0&tid=0&hl=en-US,1,,,,1,261
Delta Electronics,http://www.deltaww.com/about/csr_features_eng.aspx?secID=5&pid=6&tid=0&hl=en-US,,,,,0,261
Delta Electronics,http://www.deltaww.com/about/csr_Report.aspx?secID=5&pid=6&tid=9&hl=en-US,,,,,0,261
Delta Electronics,http://www.deltaww.com/about/grouplink.aspx?secID=5&pid=7&tid=0&hl=en-US,,,,,0,261
Delta Electronics,http://www.deltaww.com/about/innovation2.aspx?secID=5&pid=4&tid=0&hl=en-US,1,,,,1,261
Delta Electronics,http://www.deltaww.com/about/leadership.aspx?secID=5&pid=1&tid=0&hl=en-US,,1,,,1,261
Delta Electronics,http://www.deltaww.com/about/milestone.aspx?secID=5&pid=5&tid=0&hl=en-US,1,,,,1,261
Delta Electronics,http://www.deltaww.com/about/operations.aspx?secID=5&pid=3&tid=0&hl=en-US,,,,,0,261
Delta Electronics,http://www.deltaww.com/ir/governance.aspx?secID=4&pid=6&tid=0&hl=en-US,,,,,0,261
Delta Electronics,http://www.deltaww.com/ir/services.aspx?secID=4&pid=10&tid=0&hl=en-US,,,,,0,261
Dialogic Corporation,https://www.dialogic.com/,,,,,,
Dialogic Corporation,https://www.dialogic.com/about-us,1,,,,1,267
Dialogic Corporation,https://www.dialogic.com/company,1,,,,1,267
Dialogic Corporation,https://www.dialogic.com/company?sc_lang=fr-fr,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/company/awards,1,,,,1,267
Dialogic Corporation,https://www.dialogic.com/company/board-of-directors,,1,,,,
Dialogic Corporation,https://www.dialogic.com/company/cookies,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/company/environmental-policy,,,,,,
Dialogic Corporation,https://www.dialogic.com/company/executive-team,,1,,,1,267
Dialogic Corporation,https://www.dialogic.com/company/online-press-kit,,,,,,
Dialogic Corporation,https://www.dialogic.com/company/privacy,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/company/quality,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/company/socialmedia,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/company/terms-of-use,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/partners,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/avaya-devconnect,,,,,,
Dialogic Corporation,https://www.dialogic.com/partners/directory?action=Search&geo=%7B05D75350-07CB-47AB-B4B4-E582898ECC17%7D,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/directory?action=Search&geo=%7B12D00DF7-89EE-4607-93C3-88BDF06B8C2E%7D,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/directory?action=Search&geo=%7B4FE87DCB-4BB9-49E5-B962-B8F98C61939A%7D,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/directory?action=Search&geo=%7B7413C86C-067C-443F-A27E-67BF07866090%7D,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/directory/alphabetical-listing,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/directory/b/broadforward,,,1,,,
Dialogic Corporation,https://www.dialogic.com/partners/ibm,,,1,,,
Dialogic Corporation,https://www.dialogic.com/profile/forgot-my-password?ReturnURL=,,,,,,
Dialogic Corporation,https://www.dialogic.com/profile/login-help,,,,,0,267
Dialogic Corporation,https://www.dialogic.com/profile/register?ReturnURL=/,,,,,,
DRS Network & Imaging Systems,https://leonardodrs.com/,,,,,,
DRS Network & Imaging Systems,https://leonardodrs.com/about-us/management-team/bill-lynn-s-corner/,,,,,0,249
DRS Network & Imaging Systems,https://leonardodrs.com/careers/,,,,,0,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/,1,,,,1,249
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/contract-vehicles/,1,,,,,
DRS Network & Imaging Systems,https://www.leonardodrs.com/about-us/ethics/,1,,,,1,249
