firm,lookup_firm,firm_length,name_clnd,name_length,manual_fix,hit_url,hit_url_length,rank,matches,public,acquired_merged,Votes,Group,nano,green,synbio,count_all_ind,max_emps,size_state
Canon U.S. Life Sciences,Canon US Life Sciences,22,Canon BioMedical page,21,,canon-biomedical.com/online/portal/vp7,50,1,1,0,0,3,285,1,0,0,1,26,FirmSize.SMALL_FIRM
G.D.O. Inc,GDO,3,GDO - ,6,,golfdigest.co.jp/,28,1,1,0,0,3,514,0,0,1,1,45,FirmSize.SMALL_FIRM
Flextronics AP,Flextronics AP,14,"Concept design, manufacturing and logistics | Flex",50,,flex.com/,17,2,0,0,0,3,500,0,1,0,1,31,FirmSize.SMALL_FIRM
CSEM Centre Suisse d'Electronique et de Microtechnique SA-Recherche et Developpement,CSEM Centre Suisse d'Electronique et de Microtechnique SA-Recherche et Developpement,84,CSEM - CSEM SA,14,,csem.ch/,20,1,2,0,0,3,270,1,1,0,2,0,FirmSize.UNDEFINED
Warsaw Orthopedic,Warsaw Orthopedic,17,My Warsaw | Orthopedic Capital of the World,43,,mywarsaw.net/,21,2,2,0,0,3,1440,0,0,1,1,0,FirmSize.UNDEFINED
Silicon Space Technology Corp.,Silicon Space Technology Corp,29,Vorago Technologies | Opening up new possibilities,50,,voragotech.com/,27,1,0,0,0,3,1202,1,0,0,1,278,FirmSize.US_MEDIUM_FIRM
Adaptive Biotechnologies Corp.,Adaptive Biotechnologies Corp,29,Adaptive Biotechnologies,24,,adaptivebiotech.com/,32,1,2,0,0,3,62,0,0,1,1,290,FirmSize.US_MEDIUM_FIRM
King Electric Vehicles Inc.,King Electric Vehicles,22,The King of Electric Vehicles,29,,https://king-electric.com/,53,1,3,0,0,2,733,0,1,0,1,90,FirmSize.EU_MEDIUM_FIRM
Conversant Intellectual Property Management Inc.,Conversant Intellectual Property Management,43,Conversant,10,,conversantip.com/,28,1,1,0,0,2,339,1,0,0,1,51,FirmSize.EU_MEDIUM_FIRM
Biosphere Medical,Biosphere Medical,17,Embolotherapy - Merit Medical,29,1,merit.com/interventional-oncology-spine/embolotherapy/,66,1,1,0,1,2,225,0,0,1,1,88,FirmSize.EU_MEDIUM_FIRM
T.H.E.M.,THEM,4,Them! (1954) - IMDb,19,1,them.net/,37,1,1,0,0,2,1288,0,0,1,1,100,FirmSize.EU_MEDIUM_FIRM
Imperial Innovations Limited,Imperial Innovations Limited,28,Imperial Innovations,20,,imperialinnovations.co.uk/,38,1,2,0,0,2,650,0,0,1,1,157,FirmSize.EU_MEDIUM_FIRM
Bend Research,Bend Research,13,"Bend, Oregon, USA | Capsugel",28,,capsugel.com/locations/bend-oregon-usa,50,1,1,0,0,2,211,1,0,0,1,223,FirmSize.EU_MEDIUM_FIRM
Sanyo Electric Co.,Sanyo Electric Co,17,"SANYO Electric Co., Ltd. - Panasonic",36,1,panasonic.com/global/corporate/profile/group-companies/sanyo.html,77,1,3,0,1,2,1155,1,0,0,1,92675,FirmSize.LARGE_FIRM
NOK Corporation,NOK,3,Nokia Corporation (NOK) - Yahoo Finance,39,1,www.nok.co.jp/en/,35,1,1,1,0,2,871,1,0,0,1,43529,FirmSize.LARGE_FIRM
Nexcom Technology,Nexcom Technology,17,NEXCOM - Official Site,22,,nexcom.com/,22,2,1,0,0,2,913,1,1,0,2,2485,FirmSize.LARGE_FIRM
Ziptronix,Ziptronix,9,Invensas,8,,invensas.com/,25,2,0,0,1,2,1472,1,0,0,1,835,FirmSize.LARGE_FIRM
Solutia Inc.,Solutia,7,Solutia - Official Site,23,,eastman.com/Pages/solutia.aspx,42,1,1,1,1,2,1236,1,0,0,1,14000,FirmSize.LARGE_FIRM
Pioneer Hi Bred International Inc,Pioneer Hi Bred,15,Pioneer | DuPont | DuPont USA,29,,dupont.com/corporate-functions/our-company/businesses/pioneer.html,77,1,1,0,1,2,1010,0,0,1,1,44000,FirmSize.LARGE_FIRM
Korea Kumho Petrochemical Co.,Korea Kumho Petrochemical Co,28,"Korea Kumho Petrochemical Co., Ltd. - Home",42,,kumhopetrochemical.lookchem.com/,39,1,4,1,0,2,738,1,0,0,1,1324,FirmSize.LARGE_FIRM
Kajima Corporation,Kajima,6,Kajima USA Inc. - Official Site,31,,kajimausa.com/,22,2,1,0,0,2,717,1,0,0,1,16561,FirmSize.LARGE_FIRM
Fujitsu Semiconductor Limited,Fujitsu Semiconductor Limited,29,FUJITSU SEMICONDUCTOR - Fujitsu Global,38,,fujitsu.com/jp/group/fsl/en/,39,1,2,0,0,2,511,1,0,0,1,140000,FirmSize.LARGE_FIRM
KOLON INDUSTRIES,KOLON INDUSTRIES,16,"KOLON INDUSTRIES, INC.",22,,kolonindustries.com/eng/main.asp,43,1,2,0,0,2,710,1,1,0,2,703,FirmSize.LARGE_FIRM
Roche Diagnostics GmbH,Roche Diagnostics,17,Accu-Chek US - Official Site,28,,accu-chek.com/,26,2,0,0,0,2,1089,0,0,1,1,262,FirmSize.US_MEDIUM_FIRM
Fenwal,Fenwal,6,Kidde Fenwal,12,,kidde-fenwal.com/,25,2,1,0,0,2,491,1,0,0,1,1448,FirmSize.LARGE_FIRM
Carl Zeiss Microscopy GmbH,Carl Zeiss Microscopy,21,ZEISS Microscopy - Official Site,32,,zeiss.com/microscopy/int/home.html,46,1,2,0,0,2,292,1,0,0,1,3048,FirmSize.LARGE_FIRM
EMC Corporation,EMC,3,EMC Insurance Companies,23,,emcins.com/,23,2,1,0,0,2,423,1,0,1,2,72000,FirmSize.LARGE_FIRM
Innolux Corporation,Innolux,7,Innolux Corporation,19,,innolux.com/Pages/EN/Index_EN.html,45,1,1,0,0,2,663,1,0,0,1,60420,FirmSize.LARGE_FIRM
Delphi Technologies,Delphi Technologies,19,The New Delphi Technologies,27,,delphi.com/new-delphi-technologies,46,1,2,0,0,2,389,1,1,0,2,19000,FirmSize.LARGE_FIRM
Heraeus Precious Metals North America Conshohocken LLC,Heraeus Precious Metals North America Conshohocken,50,Heraeus Group,13,,heraeus.com/us/group/home/home.aspx,47,1,1,0,0,2,609,0,1,0,1,2975,FirmSize.LARGE_FIRM
Microsemi SoC Corporation,Microsemi SoC,13,Microsemi - Official Site,25,,microsemi.com/,26,2,1,1,0,2,836,1,0,0,1,3186,FirmSize.LARGE_FIRM
Dell Software Inc.,Dell Software,13,Dell - Official Site,20,,quest.com,26,2,1,0,1,2,388,0,0,1,1,8988,FirmSize.LARGE_FIRM
Dow Technology Investments LLC,Dow Technology Investments,26,Dow Chemical Company - Official Site,36,,dow.com/en-us,25,2,1,0,0,2,410,0,0,1,1,46200,FirmSize.LARGE_FIRM
SanDisk 3D LLC,SanDisk 3D,10,SANDISK ULTRA 3D SSD,20,,sandisk.com/home/ssd/ultra-3d-ssd,45,1,2,0,0,2,1147,1,0,0,1,8790,FirmSize.LARGE_FIRM
Dentsply International,Dentsply,8,Dentsply Sirona | Corporate,27,,corporate.dentsplysirona.com/en.html,44,1,1,0,0,2,392,1,0,1,2,8150,FirmSize.LARGE_FIRM
Siemens Corporation,Siemens,7,Siemens - Official Site,23,,siemens.com/global/en/home.html,43,1,1,0,0,2,1191,1,0,0,1,227750,FirmSize.LARGE_FIRM
Siemens Energy,Siemens Energy,14,Energy Products & Services - Siemens Global Website,51,,siemens.com/global/en/home/products/energy.html,59,1,2,0,0,2,1192,1,0,0,1,227750,FirmSize.LARGE_FIRM
NetApp,NetApp,6,NetApp - Official Site,22,,netapp.com/us/index.aspx,36,1,1,0,0,2,903,1,0,1,2,11816,FirmSize.LARGE_FIRM
Nvidia Corporation,Nvidia,6,Nvidia - Official Site,22,,nvidia.com/page/home.html,36,1,1,0,0,2,939,0,0,1,1,11528,FirmSize.LARGE_FIRM
CNH Industrial America LLC,CNH Industrial America,22,CNH Industrial - Official Site,30,,cnhindustrial.com/en-us/Pages/Homepage.aspx,50,1,2,0,0,2,263,0,1,0,1,32678,FirmSize.LARGE_FIRM
Texas Instruments Deutschland GmbH,Texas Instruments Deutschland,34,Germany - TI Careers,20,1,http://www.ti.com/,31,2,0,0,0,2,1329,1,0,0,1,29714,FirmSize.LARGE_FIRM
Michelin Recherche et Technique S.A.,Michelin Recherche et Technique SA,34,Michelin Group: news from the tire and mobility leader ...,58,1,michelin.com/eng,28,1,1,0,0,2,828,1,0,0,1,30626,FirmSize.LARGE_FIRM
Eaton Corporation,Eaton,5,EATON Powering Business Worldwide,33,,eaton.com/us/en-us.html,34,1,1,0,0,2,435,1,1,0,2,96000,FirmSize.LARGE_FIRM
Hewlett-Packard Development Company,Hewlett-Packard Development Company,35,"Laptop Computers, Desktops, Printers and more | HP ...",54,,www8.hp.com/us/en/home.html,35,1,0,0,0,2,611,1,0,1,2,212204,FirmSize.LARGE_FIRM
Lockheed Martin Corporation,Lockheed Martin,15,Lockheed Martin Corporation | Lockheed Martin,45,,lockheedmartin.com/en-us/index.html,47,1,2,0,0,2,772,1,1,0,2,100000,FirmSize.LARGE_FIRM
Soliton Lasers,Soliton Lasers,14,Soliton Inc  Rapid Acoustic Pulse Technology,44,,soliton.com/,24,2,1,0,0,2,1235,1,0,0,1,8,FirmSize.MICRO_FIRM
NOVA PANGAEA TECHNOLOGIES LIMITED,NOVA PANGAEA TECHNOLOGIES LIMITED,33,Nova Pangaea - Converting Biomass Waste into Fuel and ...,57,,novapangaea.com/,28,1,2,0,0,2,873,0,1,0,1,5,FirmSize.MICRO_FIRM
Theraclone Sciences,Theraclone Sciences,19,Theraclone Sciences,19,,theraclone-sciences.com/home.php,43,1,2,0,0,2,1346,0,0,1,1,6,FirmSize.MICRO_FIRM
Empire Technology Development LLC,Empire Technology Development,29,Empire Technical Development LLC - Home,39,,empirelabauto.com/index.html,39,1,2,0,0,2,452,1,1,1,3,3,FirmSize.MICRO_FIRM
LG NANOH2O,LG NANOH2O,10,Main | LG Water Solutions,25,,lgwatersolutions.com/en/main,39,1,1,0,0,2,749,1,0,0,1,2,FirmSize.MICRO_FIRM
Tapwave,Tapwave,7,#NAME?,16,,tapwave.net/,20,3,1,0,0,2,1311,0,1,0,1,10,FirmSize.SMALL_FIRM
Brookhaven Science Associates LLC ,Brookhaven Science Associates,29,BSA,3,,bsa-hq.org/,22,2,0,0,0,2,247,1,1,0,2,11,FirmSize.SMALL_FIRM
Entech Solar,Entech Solar,12,EnTech | Solar Solutions,24,,entechsolutions.us/,26,2,2,0,0,2,458,0,1,0,1,18,FirmSize.SMALL_FIRM
GLYCON LLC,GLYCON,6,Glycon Corp. - Official Site,28,,glycon.com/,22,2,1,0,0,2,528,0,0,1,1,15,FirmSize.SMALL_FIRM
Corporation for National Research Initiatives,Corporation for National Research Initiatives,45,Corporation for National Research Initiatives (CNRI),52,,cnri.reston.va.us/,29,1,5,1,0,2,347,1,0,0,1,17,FirmSize.SMALL_FIRM
POLAR LIGHT TECHNOLOGIES AB,POLAR LIGHT TECHNOLOGIES AB,27,Polar Light Technologies  Quantum Dot Nano LED Solutions,56,,polar-light-technologies.com/,40,1,3,0,0,2,974,1,0,0,1,24,FirmSize.SMALL_FIRM
Yeda Research and Development Co.,Yeda Research and Development Co,32,Technology Transfer Overview (IP and Patent licensing ...,57,,yedarnd.com/Overview,31,1,1,0,0,2,1465,1,1,1,3,24,FirmSize.SMALL_FIRM
Mitsubishi Metal Corporation,Mitsubishi Metal,16,Metals Group | Mitsubishi Corporation,37,,mitsubishicorp.com/jp/en/bg/metals/,47,1,2,1,0,2,846,0,1,1,2,35,FirmSize.SMALL_FIRM
Opel Solar,Opel Solar,10,POET Technologies - opelinc.com,31,,opelinc.com/,23,2,1,0,0,2,955,1,0,0,1,42,FirmSize.SMALL_FIRM
SolarLego Inc.,SolarLego,9,LEGO Solar Panel,16,,education.lego.com/en-us/products/lego-solar-panel/9667,63,1,0,0,0,2,1228,0,1,0,1,0,FirmSize.UNDEFINED
MCI,MCI,3,MCI,3,,mci.com/mcihome.jsp,30,1,1,0,0,2,788,0,0,1,1,0,FirmSize.UNDEFINED
PeterBrod Corp.,PeterBrod Corp,14,PetroBlend  There is a Difference,33,,petroblend.com/,22,2,0,0,0,2,997,0,1,0,1,0,FirmSize.UNDEFINED
BASF Coatings GmbH,BASF Coatings,13,Welcome to Coatings : BASF Coatings GmbH,40,,basf-coatings.com/global/ecweb/en/,45,1,2,0,0,2,175,1,0,0,1,278,FirmSize.US_MEDIUM_FIRM
FUJIFILM Dimatix,FUJIFILM Dimatix,16,Industrial Inkjet Printheads | Fujifilm USA,43,,fujifilmusa.com/products/industrial_inkjet_printheads/index.html,75,1,1,0,0,2,484,1,0,0,1,413,FirmSize.US_MEDIUM_FIRM
Quallion LLC,Quallion,8,EnerSys Advanced Systems: Powering Submarines to Satellites,59,1,enersys.com/default.aspx?langType=1033,40,1,0,0,1,1,1046,1,0,0,1,62,FirmSize.EU_MEDIUM_FIRM
SolarCity Corporation,SolarCity,9,Solar Panels | Tesla,20,1,tesla.com/solarpanels?energy_redirect=true,54,1,0,0,1,1,1227,1,1,0,2,85,FirmSize.EU_MEDIUM_FIRM
Interface Performance Materials,Interface Performance Materials,31,Products :: Interface Performance Materials,43,,interfacematerials.com/products/,43,1,3,0,0,1,676,1,0,0,1,219,FirmSize.EU_MEDIUM_FIRM
DuPont Teijin Films U.S. Limited Partnership,DuPont Teijin Films US Limited Partnership,42,DuPont Teijin Films - Top Global Producers of PET & PEN ...,59,,usa.dupontteijinfilms.com/,34,1,3,0,0,1,413,1,0,0,1,213,FirmSize.EU_MEDIUM_FIRM
Acer Incorporated,Acer,4,Acer Inc. - Official Site,25,,acer.com/ac/en/US/content/home,42,1,1,0,0,1,59,0,1,0,1,0,FirmSize.UNDEFINED
Sumitomo Rubber Industries,Sumitomo Rubber Industries,26,Sumitomo Rubber USA - Official Site,35,,sumitomorubber-usa.com/,31,2,2,0,0,1,1259,1,0,1,2,36650,FirmSize.LARGE_FIRM
Industrial Technology Research Institute,Industrial Technology Research Institute,40,Industrial Technology Research Institute,40,,itri.org.tw/eng/,28,1,4,0,0,1,659,1,1,1,3,6000,FirmSize.LARGE_FIRM
Taiwan Semiconductor Manufacturing Company,Taiwan Semiconductor Manufacturing Company,42,Taiwan Semiconductor Manufacturing Company Limited,50,,tsmc.com/english/default.htm,35,1,4,0,0,1,1305,1,1,1,3,46968,FirmSize.LARGE_FIRM
Applied Biosystems,Applied Biosystems,18,Applied Biosystems - Official Site,34,,thermofisher.com/us/en/home/brands/applied-biosystems.html,70,1,2,0,0,1,128,1,0,1,2,39750,FirmSize.LARGE_FIRM
Sysmex Corporation,Sysmex,6,Sysmex Corporation,18,,sysmex.com/Pages/default.aspx,41,1,1,0,0,1,1286,1,0,0,1,7409,FirmSize.LARGE_FIRM
Rohm and Haas Electronic Materials LLC,Rohm and Haas Electronic Materials,34,Electronic Materials Home,25,,dowelectronicmaterials.com/,38,1,2,0,0,1,1096,1,0,1,2,7747,FirmSize.LARGE_FIRM
Abbott Cardiovascular Systems Inc.,Abbott Cardiovascular Systems,29,Abbott Vascular U.S. | Vascular Disease Treatment,49,,vascular.abbott/us/homepage.html,44,1,1,0,0,1,50,1,0,1,2,706,FirmSize.LARGE_FIRM
Macronix International Co.,Macronix Co,11,Macronix - Nonvolatile Memory Solutions,39,,macronix.com/en-us/Pages/default.aspx,48,1,1,0,0,1,797,1,0,0,1,4270,FirmSize.LARGE_FIRM
United Microelectronics Corp.,United Microelectronics Corp,28,UMC,3,,umc.com/,19,10,0,4,0,1,1402,1,0,0,1,15656,FirmSize.LARGE_FIRM
Instron Corporation ,Instron,7,"Instron : Materials Testing Machines for Tensile, Fatigue ...",61,,instron.us/en-us?region=North%20America,50,1,1,0,0,1,667,0,0,1,1,2000,FirmSize.LARGE_FIRM
Sumitomo Electric Device Innovations,Sumitomo Electric Device Innovations,36,"SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC.",42,,sedi.co.jp/?version=en,33,1,4,0,0,1,1257,1,0,0,1,1151,FirmSize.LARGE_FIRM
Masimo Semiconductor,Masimo Semiconductor,20,Masimo Semiconductor for advanced compound semiconductor ...,60,,masimosemiconductor.com/masimo-semiconductor/,52,1,2,0,0,1,809,0,1,0,1,3500,FirmSize.LARGE_FIRM
Saint-Gobain Performance Plastics Corporation,Saint-Gobain Performance Plastics,33,Performance Plastics | - Saint-Gobain,37,,plastics.saint-gobain.com/,38,1,4,0,0,1,1141,0,0,1,1,1992,FirmSize.LARGE_FIRM
Dolby Laboratories Licensing Corporation,Dolby Laboratories Licensing,28,Apply for a Dolby Consumer or Professional License,50,,dolby.com/us/en/professional/licensing.html,55,1,1,0,0,1,404,1,0,0,1,2151,FirmSize.LARGE_FIRM
NOVA Chemicals (International) S.A.,NOVA Chemicals (International) SA,33,NOVA Chemicals Home,19,,novachem.com/pages/home.aspx,39,1,2,0,0,1,872,1,0,0,1,2800,FirmSize.LARGE_FIRM
Sony Interactive Entertainment America LLC,Sony Interactive Entertainment America,38,SIE Top Page | Sony Interactive Entertainment Inc.,50,1,sie.com/en/index.html,33,1,3,0,0,1,1240,0,0,1,1,6984,FirmSize.LARGE_FIRM
Nationwide Children's Hospital,Nationwide Children's Hospital,30,Nationwide Children's Hospital - Official Site,46,,nationwidechildrens.org/,36,1,4,0,0,1,898,0,0,1,1,11500,FirmSize.LARGE_FIRM
Dow Corning Corporation,Dow Corning,11,Dow Corning Integration | The Dow Chemical Company,50,,dow.com/en-us/dow-corning-integration,49,1,2,0,0,1,408,1,0,1,2,46200,FirmSize.LARGE_FIRM
Toyota Motor Engineering & Manufacturing North America,Toyota Motor Engineering & Manufacturing North America,54,Toyota USA | Career Opportunities | Job Openings,48,,toyota.com/usa/careers/index.html,45,1,1,0,0,1,1368,1,1,0,2,2765,FirmSize.LARGE_FIRM
THYSSENKRUPP INDUSTRIAL SOLUTIONS GMBH,THYSSENKRUPP INDUSTRIAL SOLUTIONS,33,ThyssenKrupp - Official Site,28,,thyssenkrupp.com/en/,32,2,1,1,0,1,1295,1,1,0,2,12515,FirmSize.LARGE_FIRM
Solvay Specialty Polymers USA,Solvay Specialty Polymers USA,29,Solvay | Advanced materials and specialty chemicals,51,,solvay.com/en,25,2,2,0,0,1,1237,1,0,0,1,19120,FirmSize.LARGE_FIRM
Monsanto Technology LLC,Monsanto Technology,19,Technology Use Guides | Monsanto,32,,monsanto.com/products/product-stewardship/technology-use-guides/,72,1,2,0,0,1,855,0,0,1,1,21900,FirmSize.LARGE_FIRM
Saint-Gobain Ceramics & Plastics,Saint-Gobain Ceramics & Plastics,32,Ceramic Materials | - Saint-Gobain,34,,ceramicmaterials.saint-gobain.com/,46,1,2,0,0,1,1140,1,0,0,1,22125,FirmSize.LARGE_FIRM
GE-Hitachi Nuclear Energy Americas LLC,GE-Hitachi Nuclear Energy Americas,34,GE Hitachi Nuclear Energy - Official Site,41,,nuclear.gepower.com/,28,1,4,0,0,1,518,1,0,0,1,26181,FirmSize.LARGE_FIRM
Raytheon BBN Technologies Corp.,Raytheon BBN Technologies Corp,30,BBN Technologies - Official Site,32,,raytheon.com/ourcompany/bbn,39,1,2,0,0,1,1062,1,0,0,1,64000,FirmSize.LARGE_FIRM
Johnson Controls Technology Company,Johnson Controls Technology Company,35,Our Company | Johnson Controls,30,,johnsoncontrols.com/about-us/our-company,52,1,3,0,0,1,701,1,0,0,1,139000,FirmSize.LARGE_FIRM
Johnson & Johnson Consumer Companies,Johnson & Johnson Consumer Companies,36,Consumer Products | Johnson & Johnson,37,,jnj.com/healthcare-products/consumer,48,1,3,0,1,1,699,0,0,1,1,134000,FirmSize.LARGE_FIRM
Hewlett Packard Enterprise Development LP,Hewlett Packard Enterprise Development LP,41,Hewlett Packard Enterprise (HPE),32,,hpe.com/us/en/home.html,35,1,3,0,0,1,610,1,0,0,1,212204,FirmSize.LARGE_FIRM
Google Inc.,Google,6,Home  Google.org,16,,abc.xyz/,23,3,1,0,0,1,570,1,1,0,2,85050,FirmSize.LARGE_FIRM
Merck Patent GmbH,Merck Patent,12,Merck.com | Products | Product Patents,38,,merck.com/product/patent/home.html,46,1,2,0,0,1,823,1,1,1,3,13987,FirmSize.LARGE_FIRM
Siemens Industry,Siemens Industry,16,USA - siemens.com,17,,siemens.com/us/en/home/products/automation.html,59,1,1,0,0,1,1193,0,1,0,1,227750,FirmSize.LARGE_FIRM
Alliance for Sustainable Energy,Alliance for Sustainable Energy,31,Alliance for Sustainable Energy - Official Site,47,,allianceforsustainableenergy.org/,44,1,4,0,0,1,95,1,1,1,3,3,FirmSize.MICRO_FIRM
Bi-Modal Corporation,Bi-Modal,8,What is Bimodal IT? See Gartner's IT Glossary For The Answer,60,1,gartner.com/it-glossary/bimodal,43,1,2,0,0,1,214,0,1,0,1,4,FirmSize.MICRO_FIRM
Neutronic Perpetual Innovations,Neutronic Perpetual Innovations,31,NPI Mobile - Smart Reflective Architecture,42,,npimobile.com/,25,10,0,0,0,1,907,0,1,0,1,3,FirmSize.MICRO_FIRM
RenovaCare Sciences Corp.,RenovaCare Sciences Corp,24,Contact | RenovaCare,20,,renovacareinc.com/contact/,34,2,1,0,0,1,1075,0,0,1,1,5,FirmSize.MICRO_FIRM
Total Marketing Services,Total Marketing Services,24,"Total Global Homepage - Oil, Natural Gas and Low-Carbon ...",59,,total.com/en,24,10,1,1,0,1,1366,0,1,0,1,3,FirmSize.MICRO_FIRM
Green Extraction Technologies,Green Extraction Technologies,29,"Green Extraction Technologies, LLC",34,,greenextractiontechnologiesllc.com/,47,1,3,0,0,1,579,0,1,0,1,4,FirmSize.MICRO_FIRM
MBC Ventures,MBC Ventures,12,About MBC Ventures - mbc.net - English,38,,mbc.net/en/corporate/ventures/about,46,1,2,0,0,1,787,0,1,0,1,5,FirmSize.MICRO_FIRM
Longhorn Vaccines and Diagnostics,Longhorn Vaccines and Diagnostics,33,Longhorn Vaccines and Diagnostics | News,40,,lhnvd.com/news#!,28,2,4,0,0,1,775,0,0,1,1,7,FirmSize.MICRO_FIRM
Transtron Solutions LLC,Transtron Solutions,19,Transtron Inc.,14,,transtron.com/en/,28,10,1,0,0,1,1373,1,0,0,1,8,FirmSize.MICRO_FIRM
Teal Sales Incorporated,Teal Sales,10,Teal Group Corporation - Official Site,38,,tsi-inc.net,21,10,1,0,0,1,1316,0,1,0,1,8,FirmSize.MICRO_FIRM
Hadasit Medical Research Services & Development Company Ltd.,Hadasit Medical Research Services & Development Company,55,hadasit |   ,12,,hadasit.co.il/,25,2,1,0,0,1,596,1,0,1,2,9,FirmSize.MICRO_FIRM
IMDS Corporation,IMDS,4,Login  IMDS,11,,imds-ohio.com,25,2,1,0,0,1,635,1,0,0,1,9,FirmSize.MICRO_FIRM
MICROMIDAS,MICROMIDAS,10,Working at Micromidas | Glassdoor,33,1,originmaterials.com/,78,1,1,0,0,1,791,0,1,0,1,9,FirmSize.MICRO_FIRM
Sagacious Investment Group L.L.C.,Sagacious Investment Group LLC,30,Sagacious Investment Services - Investment Partnership,54,,sagaciousinvestmentservices.com/,43,1,2,0,0,1,1138,1,0,0,1,3,FirmSize.MICRO_FIRM
Industrial Science & Technology Network,Industrial Science & Technology Network,39,Industrial Science & Technology Network,39,,istninc.com/home.htm,31,1,4,0,0,1,657,1,0,0,1,2,FirmSize.MICRO_FIRM
NanoGram Corporation,NanoGram,8,Nanogram - definition of nanogram by The Free Dictionary,56,1,nanogram.com,42,1,1,0,0,1,878,1,1,0,2,38,FirmSize.SMALL_FIRM
Polysar Corporation,Polysar,7,Polystar - Official Site,24,,polystar.com/,25,2,0,0,0,1,1024,1,0,0,1,10,FirmSize.SMALL_FIRM
Semprius,Semprius,8,Semprius | Greentech Media,26,,semprius.com,52,1,1,0,0,1,1174,1,0,0,1,10,FirmSize.SMALL_FIRM
Aurora Alage,Aurora Alage,12,Aurora BioFuels,15,,aurorabiofuels.com/,31,3,1,1,1,1,156,0,1,0,1,12,FirmSize.SMALL_FIRM
Sustainable Technologies,Sustainable Technologies,24,Sustainable Technologies - for a Sustainable Future,51,,sustech.cc/wordpress/,28,2,2,0,0,1,1276,0,1,0,1,29,FirmSize.SMALL_FIRM
Authenex,Authenex,8,Authenex Two Factor Authentication; Ultra-Secure Flash ...,58,,authenex.com/site_en/index.html,42,1,1,0,0,1,160,0,0,1,1,13,FirmSize.SMALL_FIRM
Novus Energy LLC,Novus Energy,12,Investor Documents - Novus Energy Inc.,38,,novusenergy.ca/index.php?page=investor_documents_news_release,72,1,2,0,0,1,934,0,1,0,1,13,FirmSize.SMALL_FIRM
Semics Inc.,Semics,6,SEMICS Opus3 Prober | Prober.com,32,,prober.com/semics-opus3-prober/,42,1,1,0,0,1,1172,1,0,0,1,13,FirmSize.SMALL_FIRM
CERION LLC,CERION,6,Home | Cerion Advanced Materials,32,,cerionadvancedmaterials.com/,40,1,1,0,0,1,259,1,0,0,1,27,FirmSize.SMALL_FIRM
Canon Kabushiki Kaisha,Canon Kabushiki Kaisha,22,Canon Global,12,,global.canon/en/index.html,34,10,1,4,2,1,283,1,0,0,1,18,FirmSize.SMALL_FIRM
Xintec Inc.,Xintec,6,Xintec,6,,xintec.com.tw/eng/index.aspx,39,1,1,0,0,1,1461,1,0,0,1,29,FirmSize.SMALL_FIRM
Galemed Corporation,Galemed,7,GaleMed Corporation,19,,galemed.com/manager/eService/RC08-all_0225.pdf,53,1,1,0,0,1,541,0,1,0,1,33,FirmSize.SMALL_FIRM
Anelva Corporation,Anelva,6,CANON ANELVA CORPORATION,24,,canon-anelva.co.jp/english/,39,1,1,1,0,1,118,1,0,0,1,37,FirmSize.SMALL_FIRM
InVisage Technologies,InVisage Technologies,21,Envisage Technologies - Official Site,37,,envisagenow.com/,28,10,1,0,2,1,652,1,0,0,1,35,FirmSize.SMALL_FIRM
MATERIALS ANALYSIS TECHNOLOGY (US) CORP.,MATERIALS ANALYSIS TECHNOLOGY (US) CORP,39,Materials Analysis Technology Inc. - - ,39,,ma-tek.com/about_us.php?act=rd,41,1,3,0,0,1,785,1,0,0,1,30,FirmSize.SMALL_FIRM
U S MICROPOWER INC,U S MICROPOWER,14,Micropower Group,16,,micropower-group.com/,29,7,2,2,0,1,1386,0,1,0,1,16,FirmSize.SMALL_FIRM
Schneider Electric Solar Inverters USA,Schneider Electric Solar Inverters USA,38,Schneider Electric | Solar Inverters & Solutions,48,,solar.schneider-electric.com/,37,1,4,0,0,1,1158,0,1,0,1,12,FirmSize.SMALL_FIRM
B.G. Negev Technologies and Applications Ltd.,BG Negev Technologies and Applications,38,BGN Technologies Ltd.,21,,in.bgu.ac.il/en/bgn/Pages/default.aspx,45,1,2,0,0,1,172,0,0,1,1,0,FirmSize.UNDEFINED
Siemens Medical Solutions USA,Siemens Medical Solutions USA,29,Medical Solutions - Siemens Healthineers USA,44,,usa.healthcare.siemens.com/,35,1,4,0,0,1,1194,1,0,0,1,453,FirmSize.US_MEDIUM_FIRM
Toshiba America Electronic Components,Toshiba America Electronic Components,37,Semiconductor & Storage Products | TOSHIBA ... - Americas,57,,toshiba.semicon-storage.com/us/top.html,46,1,2,0,0,1,1363,1,0,0,1,321,FirmSize.US_MEDIUM_FIRM
VEECO PRECISION SURFACE PROCESSING LLC,VEECO PRECISION SURFACE PROCESSING,34,Precision Surface Processing Systems - Veeco,44,1,veeco.com/technologies-and-products/precision-surface-processing-systems,83,1,4,0,0,0,1409,1,0,0,1,90,FirmSize.EU_MEDIUM_FIRM
HTS,HTS,3,"HTS | Commercial & Industrial HVAC Systems, Parts ...",53,,htstechnologies.com/,20,2,1,0,0,0,595,1,0,0,1,200,FirmSize.EU_MEDIUM_FIRM
SolAero Technologies Corp.,SolAero Technologies Corp,25,SolAero Technologies Corporation: Private Company ...,53,1,solaerotech.com,82,1,3,0,0,0,1220,0,1,0,1,141,FirmSize.EU_MEDIUM_FIRM
