firm name,url,LinkedIn employees,LinkedIn url,LinkedIn matched name,jaro-winkler distance result
Korea Kumho Petrochemical Co.,kumhopetrochemical.lookchem.com/,111,https://www.linkedin.com/company/korea-kumho-petrochemical-co-ltd-,"Korea Kumho Petrochemical Co., Ltd.",7
LG NANOH2O,lgwatersolutions.com/en/main,60,https://www.linkedin.com/company/lgwatersolutions,LG Chem / LG Water Solutions,25
Lyotropic Therapeutics,,4,https://www.linkedin.com/company/lyotropic-therapeutics-inc.,"Lyotropic Therapeutics, Inc.",6
MCI,mci.com/mcihome.jsp,,,,
Molecular Imprints,,55,https://www.linkedin.com/company/molecular-imprints-inc.,"Molecular Imprints, Inc.",6
NetApp,netapp.com/us/index.aspx,11908,https://www.linkedin.com/company/netapp/jobs,NetApp: Jobs,6
Nexcom Technology,nexcom.com/,7,https://www.linkedin.com/company/nexcom-solutions,Nexcom Solutions,10
Ojai Retinal Technology,,30,https://www.linkedin.com/company/retina-macula-institute,Retina Macula Institute,21
Opel Solar,opelinc.com/,42,https://www.linkedin.com/company/opel-international,OPEL International,15
Pioneer Hi-Bred International,dupont.com/corporate-functions/our-company/businesses/pioneer.html,108,https://www.linkedin.com/company/pioneer-hibred,Pioneer Hibred,5
Pioneer Hi-Bred,dupont.com/corporate-functions/our-company/businesses/pioneer.html,108,https://www.linkedin.com/company/pioneer-hibred,Pioneer Hibred,5
QD Vision,anandtech.com/show/10858/samsung-acquires-qd-vision,76,https://www.linkedin.com/company/qd-vision-inc-,QD Vision Inc,4
R.P. Scherer Technologies,,3,https://www.linkedin.com/company/r-p-scherer-corporation,R.P. Scherer Corporation,21
SCHOTTKY LSI,,491,https://www.linkedin.com/company/lsi-industries,LSI Industries Inc.,19
Sanyo Electric Co.,panasonic.com/global/corporate/profile/group-companies/sanyo.html,3,https://www.linkedin.com/company/haier-sanyo-electric-co-ltd-,"Haier Sanyo Electric Co., Ltd.",28
Semiconductor Components Industries,,10270,https://www.linkedin.com/company/on-semiconductor,ON Semiconductor,35
Siemens Energy,siemens.com/global/en/home/products/energy.html,11769,https://www.linkedin.com/company/siemensgamesa,Siemens Gamesa,6
Solexa,,15,https://www.linkedin.com/company/solexa,Solexa,0
T.H.E.M.,them.net/,3,https://www.linkedin.com/company/them-of-nj,Them Of Nj,9
Tapwave,tapwave.net/,10,https://www.linkedin.com/company/tapwave-inc.,"Tapwave, Inc.",6
Theraclone Sciences,theraclone-sciences.com/home.php,7,https://www.linkedin.com/company/theraclone-sciences,Theraclone Sciences,0
Yeda Research and Development Co.,yedarnd.com/Overview,24,https://www.linkedin.com/company/yeda-r&d--tec-transfer-the-weizmann- institute-of-science,Yeda R&D - Technology Transfer from The Weizmann Institute of ...,58
Ziptronix,invensas.com/,8,https://www.linkedin.com/company/ziptronix,"Ziptronix, Inc.",6
BASF Coatings GmbH,basf-coatings.com/global/ecweb/en/,299,https://www.linkedin.com/company/basf-coatings-india-pvt.-ltd.,BASF Coatings (India) Pvt. Ltd.,18
BROOKLYN QUANTUM WORKS,,2,https://www.linkedin.com/company/mothergoosemedia,Mother Goose Media,22
Brookhaven Science Associates LLC ,bsa-hq.org/,12,https://www.linkedin.com/company/brookhaven-science-associates,Brookhaven Science Associates,0
CNH Industrial America LLC,cnhindustrial.com/en-us/Pages/Homepage.aspx,17715,https://www.linkedin.com/company/cnh,CNH Industrial,8
Carl Zeiss Microscopy GmbH,zeiss.com/microscopy/int/home.html,1354,https://www.linkedin.com/company/carl-zeiss-microscopy-gmbh,Carl Zeiss Microscopy,0
Cetus Corporation,,51,https://www.linkedin.com/company/cetus-solutions-limited,Cetus Solutions,10
Conversant Intellectual Property Management Inc.,conversantip.com/,38,https://www.linkedin.com/company/mosaid,Conversant Intellectual Property Management,0
Corporation for National Research Initiatives,cnri.reston.va.us/,17,https://www.linkedin.com/company/corporation-for-national-research- initiatives,Corporation for National Research Initiatives,0
Dell Software Inc.,quest.com,3750,https://www.linkedin.com/company/quest-software,Quest Software,14
Dow Technology Investments LLC,dow.com/en-us,4406,https://www.linkedin.com/company/dow-jones,Dow Jones,22
EMC Corporation,emcins.com/,1613,https://www.linkedin.com/company/emc-insurance-companies,EMC Insurance Companies,20
Eaton Corporation,eaton.com/us/en-us.html,44776,https://www.linkedin.com/company/eaton/jobs,Eaton: Jobs,6
Empire Technology Development LLC,empirelabauto.com/index.html,41,https://www.linkedin.com/company/empire-technologies,Empire Technologies,13
Fujitsu Semiconductor Limited,fujitsu.com/jp/group/fsl/en/,169,https://www.linkedin.com/company/fujitsu-semiconductor-limited,Fujitsu Semiconductor Limited,0
GLYCON LLC,glycon.com/,15,https://www.linkedin.com/company/glycon-corp-,Glycon Corp.,11
GREENFIELD MASTER IPCO LIMITED,,,,,
GREENHILL ANTIBALLISTICS CORPORATION,,,,,
Garrity Power Services LLC,,,https://www.linkedin.com/pub/joel-garrity/ba/659/751?trk=co-feed...,Joel Garrity - Senior Business Development Manager - Go Green ...,64
Heraeus Precious Metals North America Conshohocken LLC,heraeus.com/us/group/home/home.aspx,2967,https://www.linkedin.com/company/heraeus,Heraeus,43
INTEL IP CORPORATION,,,,,
Imperial Innovations Limited,imperialinnovations.co.uk/,161,https://www.linkedin.com/company/imperial-innovations,Imperial Innovations,8
Innolux Corporation,innolux.com/Pages/EN/Index_EN.html,2087,https://www.linkedin.com/company/innolux-display-corp.,INNOLUX群創光電,10
JSI Equipment Solutions LLC,,6,https://www.linkedin.com/company/jsi-–-joe-solberg-inc.,JSI – Joe Solberg Inc.,19
Kajima Corporation,kajimausa.com/,159,https://www.linkedin.com/company/kajima-building-&-design-group-inc-,"Kajima Building & Design Group, Inc.",30
King Electric Vehicles Inc.,https://king-electric.com/,2,https://www.linkedin.com/company/sking-motors-international-co.-limited,"S-KING MOTORS INTERNATIONAL CO.,LIMITED",38
Lockheed Martin Corporation,lockheedmartin.com/en-us/index.html,91368,https://www.linkedin.com/company/lockheed-martin,Lockheed Martin,0
Michelin Recherche et Technique S.A.,michelin.com/eng,2,https://www.linkedin.com/company/anis-co,Alexey Nikolev Intellectual Studio,33
Microsemi SoC Corporation,microsemi.com/,3273,https://www.linkedin.com/company/microsemi,Microsemi Corporation,10
Mitsubishi Metal Corporation,mitsubishicorp.com/jp/en/bg/metals/,34,https://www.linkedin.com/company/mitsubishi-materials-uk,MMC Hardmetal UK Ltd,19
NOK Corporation,www.nok.co.jp/en/,5,https://www.linkedin.com/company/chiyoda-kogyo-k-k-,Chiyoda Kogyo K.K.,18
NOVA PANGAEA TECHNOLOGIES LIMITED,novapangaea.com/,5,https://www.linkedin.com/company/nova-pangaea-technologies-uk-limited,NOVA PANGAEA TECHNOLOGIES (UK) LIMITED,12
Nvidia Corporation,nvidia.com/page/home.html,14733,https://www.linkedin.com/company/nvidia/jobs,NVIDIA: Jobs,11
POLAR LIGHT TECHNOLOGIES AB,polar-light-technologies.com/,24,https://www.linkedin.com/company/network-innovation-ab,Network Innovation AB,27
PeterBrod Corp.,petroblend.com/,,,,
Pioneer Hi Bred International Inc,dupont.com/corporate-functions/our-company/businesses/pioneer.html,108,https://www.linkedin.com/company/pioneer-hibred,Pioneer Hibred,5
Roche Diagnostics GmbH,accu-chek.com/,740,https://www.linkedin.com/company/roche-nimblegen-inc,Roche NimbleGen Inc.,13
SanDisk 3D LLC,sandisk.com/home/ssd/ultra-3d-ssd,5858,https://www.linkedin.com/company/sandisk,SanDisk®,3
Siemens Corporation,siemens.com/global/en/home.html,10217,https://www.linkedin.com/company/siemens-plm-software,Siemens PLM Software,13
SolarLego Inc.,education.lego.com/en-us/products/lego-solar-panel/9667,,,,
Soliton Lasers,soliton.com/,2,https://www.linkedin.com/company/soliton-laser--und-meßtechnik-gmbh,Soliton Laser- Und Meßtechnik GmbH,21
Solutia Inc.,eastman.com/Pages/solutia.aspx,56,https://www.linkedin.com/company/solutia-global-health-solutions-s-l-,Solutia Global Health Solutions S.L.,29
Texas Instruments Deutschland GmbH,http://www.ti.com/,25039,https://www.linkedin.com/company/texas-instruments,Texas Instruments,12
Triune IP LLC,,5,https://www.linkedin.com/company/triune-systems,Triune Systems,7
WELL Shield LLC,,12,https://www.linkedin.com/company/coastal-well-drilling,Coastal Well Drilling,21
API Intellectual Property Holdings,,6,https://www.linkedin.com/company/canella-camaiora-studio-legale,Canella Camaiora Studio Legale,32
APPLIED SUNSHINE,,19,https://www.linkedin.com/company/applied-installations,Applied Installations,19
Advanced Fusion Technologies,,2,https://www.linkedin.com/company/advanced-fusion-technologies-llc,"ADVANCED FUSION TECHNOLOGIES, LLC",28
Alliance for Sustainable Energy,allianceforsustainableenergy.org/,3,https://www.linkedin.com/company/renewable-energy-alliance-llc,"Renewable Energy Alliance, LLC",31
Applied Biosystems,thermofisher.com/us/en/home/brands/applied-biosystems.html,14,https://www.linkedin.com/company/applied-bio-systems-inc.,"Applied Bio-Systems, Inc.",14
Aurora Alage,aurorabiofuels.com/,12,https://www.linkedin.com/company/aurora-algae-inc,"Aurora Algae, Inc",7
Authenex,authenex.com/site_en/index.html,13,https://www.linkedin.com/company/authenex,Authenex,0
CYKL Technology,,220,https://www.linkedin.com/company/novomaticpl,NOVOMATIC Technologies Poland,29
Diamicron,,31,https://www.linkedin.com/company/dimicron,Dymicron,8
Digital Wind Systems,,714,https://www.linkedin.com/company/envision-energy,Envision Energy,17
FHT,,51,https://www.linkedin.com/company/federation-of-holistic-therapists-fht-,Federation of Holistic Therapists (FHT),38
III HOLDINGS 1,,34,https://www.linkedin.com/company/yilmaden-holding-inc,YILMADEN HOLDING INC.,20
InVisage Technologies,envisagenow.com/,38,https://www.linkedin.com/company/invisage-technologies-inc.,"InVisage Technologies, Inc.",6
Industrial Origami,,16,https://www.linkedin.com/company/industrial-origami,Industrial Origami,0
Industrial Science & Technology Network,istninc.com/home.htm,,https://www.linkedin.com/pub/roberto-lai/13/4ba/498,"Roberto Lai - Deputy Director/ Industry, Science and Technology ...",64
Interface Performance Materials,interfacematerials.com/products/,152,https://www.linkedin.com/company/interface-solutions-inc-,"Interface Performance Materials, Inc.",6
Johnson & Johnson Consumer Companies,jnj.com/healthcare-products/consumer,85371,https://www.linkedin.com/company/johnson-&-johnson,Johnson & Johnson,19
LG Bionano,,,https://www.linkedin.com/pub/angeline-rudlaff/b/142/8b0,Angeline Rudlaff - RN - Clear Stone Laser/Texas Laser Institute ...,66
Longhorn Vaccines and Diagnostics,lhnvd.com/news#!,7,https://www.linkedin.com/company/longhorn-vaccines-and-diagnostics-llc,"Longhorn Vaccines and Diagnostics, LLC",5
MBC Ventures,mbc.net/en/corporate/ventures/about,5,https://www.linkedin.com/company/mbc-ventures,MBC Ventures,0
MICROMIDAS,originmaterials.com/,10,https://www.linkedin.com/company/micromidas-inc.,Micromidas Inc.,14
Macronix International Co.,macronix.com/en-us/Pages/default.aspx,763,https://www.linkedin.com/company/macronix-international-co-ltd,Macronix,3
Masimo Semiconductor,masimosemiconductor.com/masimo-semiconductor/,1898,https://www.linkedin.com/company/masimo-corporation,Masimo,14
Nationwide Children's Hospital,nationwidechildrens.org/,7443,https://www.linkedin.com/company/nationwide-childrens-hospital,Nationwide Children's Hospital,0
Neutronic Perpetual Innovations,npimobile.com/,3,https://www.linkedin.com/company/neutronic-perpetual-innovations,Neutronic Perpetual Innovations,0
Ormet Circuits,,15,https://www.linkedin.com/company/ormet-circuits-inc,"Ormet Circuits, INC",5
Panasonic Intellectual Property Management Co.,,10742,https://www.linkedin.com/company/panasonic-usa,Panasonic USA,35
Plasma Tech Holdings,,1133,https://www.linkedin.com/company/oxford-instruments,Oxford Instruments,19
Precision Custom Coatings,,21,https://www.linkedin.com/company/precisiontextiles,Precision Textiles,14
Rillito Rive Solar,,24,https://www.linkedin.com/company/the-caliber-group,The Caliber Group,17
Ruse Technologies,,14,https://www.linkedin.com/company/nonillion,Silvae Technologies,18
SDCmaterials,,13,https://www.linkedin.com/company/sdc-materials-inc,"SDC Materials, INC",15
Saint-Gobain Ceramics & Plastics,ceramicmaterials.saint-gobain.com/,21928,https://www.linkedin.com/company/saint-gobain,Saint-Gobain,20
Schneider Electric Solar Inverters USA,solar.schneider-electric.com/,,https://www.linkedin.com/company/schneider-electric,Schneider Electric,20
SeQual Technologies,,40,https://www.linkedin.com/company/sequal-technologies,SeQual Technologies,0
Semprius,semprius.com,11,https://www.linkedin.com/company/semprius,Semprius,0
Siemens Industry,siemens.com/us/en/home/products/automation.html,,https://www.linkedin.com/company/siemens-plm-software,Siemens PLM Software,12
Siemens Medical Solutions USA,usa.healthcare.siemens.com/,216615,https://www.linkedin.com/company/siemens,Siemens,22
Solvay Specialty Polymers USA,solvay.com/en,18818,https://www.linkedin.com/company/solvay,Solvay,23
Sumitomo Electric Device Innovations,sedi.co.jp/?version=en,1130,https://www.linkedin.com/company/sumitomo-electric,Sumitomo Electric,19
Sumitomo Rubber Industries,sumitomorubber-usa.com/,3,https://www.linkedin.com/company/sumitomo-rubber-industries-ltd---bureau -de-bruxelles,SUMITOMO RUBBER INDUSTRIES LTD - BUREAU DE ...,41
Sustainable Technologies,sustech.cc/wordpress/,12,https://www.linkedin.com/company/terra-global-solutions-pbc,TERRA - Terra Sustainable Technologies,38
Taiwan Semiconductor Manufacturing Company,tsmc.com/english/default.htm,9,https://www.linkedin.com/company/tsmc,TSMC,41
Toshiba America Electronic Components,toshiba.semicon-storage.com/us/top.html,,,,
Toyota Motor Engineering & Manufacturing North America,toyota.com/usa/careers/index.html,11982,https://www.linkedin.com/company/toyota-north-america,Toyota North America,45
Truckee Applied Genomics,,424,https://www.linkedin.com/company/desert-research-institute,Desert Research Institute,24
V35A Enterprises,,,https://www.linkedin.com/userp/title/plant-manager-at-mission-foods,Plant Manager at Mission Foods,30
Vindico NanoBioTechnology,,3,https://www.linkedin.com/company/vindico-nanobiotechnology-inc.,"Vindico NanoBioTechnology, Inc.",6
Western Digital (Fremont),,12436,https://www.linkedin.com/company/western-digital,Western Digital,10
Western Digital Technologies,,,https://www.linkedin.com/company/western-digital,Western Digital,13
Abbott Cardiovascular Systems Inc.,vascular.abbott/us/homepage.html,693,https://www.linkedin.com/company/cardiovascular-systems-inc,"Cardiovascular Systems, Inc.",29
Acer Incorporated,acer.com/ac/en/US/content/home,,,,
Anelva Corporation,canon-anelva.co.jp/english/,37,https://www.linkedin.com/company/canon-anelva,Canon Anelva,12
Atomic Energy Council-Institute of Nuclear Energy Research,,239,https://www.linkedin.com/company/nuclear-energy-institute,Nuclear Energy Institute,57
B.G. Negev Technologies and Applications Ltd.,in.bgu.ac.il/en/bgn/Pages/default.aspx,18,https://www.linkedin.com/company/inno-negev,Inno-Negev,37
BLANC VINEYARDS L.L.C.,,2,https://www.linkedin.com/company/honey-bee-vineyard-llc,"Honey Bee Vineyard, LLC",22
BOLTIER R&D,,6234,https://www.linkedin.com/company/coloplast,Coloplast,11
Bi-Modal Corporation,gartner.com/it-glossary/bimodal,3,https://www.linkedin.com/company/ml21,ML21 - Escola de Estratégia Digital Bimodal,43
CERION LLC,cerionadvancedmaterials.com/,18,https://www.linkedin.com/company/cerion-enterprises,Cerion Advanced Materials,24
Cadtrak Corporation,,,https://www.linkedin.com/userp/title/production-coordinator/yuba-city,Production Coordinator in Yuba City,35
Callahan Cellular L.L.C.,,3,https://www.linkedin.com/company/alert-cyber,Alert Cyber,21
Canon Kabushiki Kaisha,global.canon/en/index.html,18,https://www.linkedin.com/company/nippon-yusen-kabushiki-kaisha,Nippon Yusen Kabushiki Kaisha,29
Dolby Laboratories Licensing Corporation,dolby.com/us/en/professional/licensing.html,2028,https://www.linkedin.com/company/dolby-laboratories/jobs,Dolby Laboratories: Jobs,10
Dow Corning Corporation,dow.com/en-us/dow-corning-integration,7880,https://www.linkedin.com/company/owens-corning,Owens Corning,12
DuPont Teijin Films U.S. Limited Partnership,usa.dupontteijinfilms.com/,213,https://www.linkedin.com/company/dupont-teijin-films,DuPont Teijin Films,23
GE-Hitachi Nuclear Energy Americas LLC,nuclear.gepower.com/,26412,https://www.linkedin.com/company/gepower,GE Power,32
Galemed Corporation,galemed.com/manager/eService/RC08-all_0225.pdf,34,https://www.linkedin.com/company/galemed-corporation,GaleMed Corporation,13
Google Inc.,abc.xyz/,,https://www.linkedin.com/help/testing/answer/5866,LinkedIn Public Profile Visibility,34
Green Extraction Technologies,greenextractiontechnologiesllc.com/,4,https://www.linkedin.com/company/green-extraction-technologies-llc,"Green Extraction Technologies, LLC",5
Hadasit Medical Research Services & Development Company Ltd.,hadasit.co.il/,9,https://www.linkedin.com/company/hadasit,Hadasit Medical Research Services & Development,8
Hewlett Packard Enterprise Development LP,hpe.com/us/en/home.html,214986,https://www.linkedin.com/company/hewlett-packard-enterprise,Hewlett Packard Enterprise,15
Hewlett-Packard Indigo B.V.,,73605,https://www.linkedin.com/company/hp,HP,24
IMDS Corporation,imds-ohio.com,9,https://www.linkedin.com/company/industrial-machining-&-design-services,IMDS CORPORATION,12
Industrial Technology Research Institute,itri.org.tw/eng/,6,https://www.linkedin.com/company/jitri,JITRI - Jiangsu Industrial Technology Research Institute,55
Instron Corporation ,instron.us/en-us?region=North%20America,950,https://www.linkedin.com/company/instron,Instron,0
Johnson Controls Technology Company,johnsoncontrols.com/about-us/our-company,56949,https://www.linkedin.com/company/johnson-controls,Johnson Controls,19
LORDO AMERICA,,30,https://www.linkedin.com/title/student-body-president,Student Body President,22
MATERIALS ANALYSIS TECHNOLOGY (US) CORP.,ma-tek.com/about_us.php?act=rd,566,https://www.linkedin.com/company/hitachi-high-technologies-america,Hitachi High Technologies America,39
Merck Patent GmbH,merck.com/product/patent/home.html,,https://www.linkedin.com/company/merck-group/jobs,Merck Group: Jobs,11
Monsanto Technology LLC,monsanto.com/products/product-stewardship/technology-use-guides/,21847,https://www.linkedin.com/company/monsanto,Monsanto Company,10
NOVA Chemicals (International) S.A.,novachem.com/pages/home.aspx,2401,https://www.linkedin.com/company/nova-chemicals,NOVA Chemicals,19
Nano Technics Company Ltd,,2,https://www.linkedin.com/company/h2o-technics,H2O Technics B.V.,21
NanoGram Corporation,nanogram.com,2,https://www.linkedin.com/company/nanogram,Nanogram,1
Novus Energy LLC,novusenergy.ca/index.php?page=investor_documents_news_release,13,https://www.linkedin.com/company/novus-energy,Novus energy,1
Polysar Corporation,polystar.com/,9,https://www.linkedin.com/company/polysar-inc,Polysar Inc,4
Quallion LLC,enersys.com/default.aspx?langType=1033,61,https://www.linkedin.com/company/quallion,Quallion,0
Raytheon BBN Technologies Corp.,raytheon.com/ourcompany/bbn,47148,https://www.linkedin.com/company/raytheon,Raytheon,22
RenovaCare Sciences Corp.,renovacareinc.com/contact/,3,https://www.linkedin.com/company/renovacare-inc-,"RenovaCare, Inc.",14
Rohm and Haas Electronic Materials LLC,dowelectronicmaterials.com/,215,https://www.linkedin.com/company/rohm-and-haas-electronic-materials,Rohm and Haas Electronic Materials,0
Sagacious Investment Group L.L.C.,sagaciousinvestmentservices.com/,14,https://www.linkedin.com/company/global-ip-law-group,Global IP Law Group,29
Saint-Gobain Performance Plastics Corporation,plastics.saint-gobain.com/,1984,https://www.linkedin.com/company/saint-gobain-performance-plastics,Saint-Gobain Performance Plastics,0
Semics Inc.,prober.com/semics-opus3-prober/,13,https://www.linkedin.com/company/semics-llc,Semics LLC,4
SolarCity Corporation,tesla.com/solarpanels?energy_redirect=true,83,https://www.linkedin.com/company/solar-city-new-zealand,solarcity New Zealand,14
Sony Interactive Entertainment America LLC,sie.com/en/index.html,6913,https://www.linkedin.com/company/playstation-sony,PlayStation,36
Sysmex Corporation,sysmex.com/Pages/default.aspx,164,https://www.linkedin.com/company/sysmex,Sysmex Netherlands & Belgium,22
THYSSENKRUPP INDUSTRIAL SOLUTIONS GMBH,thyssenkrupp.com/en/,18497,https://www.linkedin.com/company/thyssenkrupp,thyssenkrupp,33
Teal Sales Incorporated,tsi-inc.net,8,https://www.linkedin.com/company/teal-patents,TEAL Patents,8
Total Marketing Services,total.com/en,3,https://www.linkedin.com/company/t-total,T-Total Marketing Services,25
Transtron Solutions LLC,transtron.com/en/,8,https://www.linkedin.com/company/transtronics-inc,Transtronics Inc,10
U S MICROPOWER INC,micropower-group.com/,,https://www.linkedin.com/company/yomamicropower,Yoma Micro Power,16
United Microelectronics Corp.,umc.com/,792,https://www.linkedin.com/company/cabot-microelectronics,Cabot Microelectronics,28
VivaLnk Limited (Cayman Islands),,,,,
WADHAM ENERGY LP,,19,https://www.linkedin.com/company/enpower-corp,Enpower Corp,16
Xenogenic Development Limited Liability Company,,,https://www.linkedin.com/company/colorado-therapeutics-llc,Colorado Therapeutics LLC,43
Xintec Inc.,xintec.com.tw/eng/index.aspx,30,https://www.linkedin.com/company/xintec,XINTEC,5
eSionic Corp.,,2,https://www.linkedin.com/company/esionic-corp-,eSionic Corp.,1
540 Grid Solutions,,7,https://www.linkedin.com/company/g-store-pty-ltd,G-Store,17
ALF OPERATING PARTNERS,,27,https://www.linkedin.com/company/alf,ALF in collaboration with BSA Ahmad Bin Hezeem & Associates LLP ...,63
AMO Wavefront Sciences,,787,https://www.linkedin.com/company/advanced-medical-optics,Advanced Medical Optics,22
Aadigen,,,https://www.linkedin.com/company/divincell,DIVINCELL,9
Accuri Cytometers,bdbiosciences.com/us/instruments/research/cell-analyzers/bd-accuri/m/1294932/overview,10,https://www.linkedin.com/company/accuri-cytometers,Accuri Cytometers,0
Advanced Cardiovascular Systems,,2,https://www.linkedin.com/company/advanced-cardiovascular-systems,Advanced Cardiovascular Systems,0
Advanced Technology Materials,,32,https://www.linkedin.com/company/advanced-materials-technology,Advanced Materials Technology,20
Amazon Technologies,,231675,https://www.linkedin.com/company/amazon,Amazon,13
Anterios,,4,https://www.linkedin.com/company/anterios-inc-,Anterios Inc.,5
Applied NanoStructured Solutions,,296,https://www.linkedin.com/company/applied-nanostructured-solutions-llc,"Applied Nanostructured Solutions, LLC",6
Avello Bioenery,,3,https://www.linkedin.com/company/avello-limited,AVELLO LIMITED,13
AxioMx,,17,https://www.linkedin.com/company/axiomx-inc,AxioMx Inc,4
BHA Technologies,,9,https://www.linkedin.com/company/bhagin-technologies,Bhagin Technologies,18
BIND Therapeutics,,9,https://www.linkedin.com/company/bind-therapeutics,BIND Therapeutics,0
Bechtel Hydrocarbon Technology Solutions,,,"https://www.linkedin.com/titlesenior-estimator-at-bechtel-oil,-gas,-%26- chemicals","Senior Estimator at Bechtel Oil, Gas, & Chemicals",42
Beijing BOE Display Technology Co.,,10,https://www.linkedin.com/company/beijing-boe-optoelectronics-technology- co-ltd-,Beijing BOE Optoelectronics Technology Co. Ltd.,35
Biozoom Technologies,,,,,
CA,,,https://www.linkedin.com/help/testing/answer/3022,Viewing New Connections and Contacts,36
CPT IP Holdings,,36545,https://www.linkedin.com/company/telstra,Telstra,15
California Industrial Facilities Resources,,39,https://www.linkedin.com/company/california-association-of-health-facilities,California Association of Health Facilities,31
Canon,usa.canon.com/internet/portal/us/home,317,https://www.linkedin.com/company/canon-belgium,Canon Belgium,8
Cardiac Pacemakers,,2,https://www.linkedin.com/company/cardiac-rms,Cardiac RMS LLC,10
Cheil Industries,,105,https://www.linkedin.com/company/cheil-industries,Cheil Industries,0
Component Re-Engineering Company,,15,https://www.linkedin.com/company/hds-energy-ltd.,HDS Energy Ltd.,30
DCG SYSTEMS,,107,https://www.linkedin.com/company/dcg-systems,DCG Systems,6
DPD,,724,https://www.linkedin.com/company/dpd-nederland-bv,DPD Nederland BV,13
Deep Well Power,,148,https://www.linkedin.com/company/deep-well-services,Deep Well Services,8
Dogwood Pharmaceuticals,,2,https://www.linkedin.com/company/dogwood-pharmacy-llc,DOGWOOD PHARMACY LLC,20
Dongbu Hitek Co.,,200,https://www.linkedin.com/company/dongbu-hitek,Dongbu HiTek,4
ENERGY ENGINEERING SYSTEMS,,2,https://www.linkedin.com/company/dalil-engineering-systems,DALIL ENGINEERING SYSTEMS,25
Elcriton,,4,https://www.linkedin.com/company/elcriton-inc.,"Elcriton, Inc.",6
Facebook,,18,https://www.linkedin.com/...7.../using-the-iphone-during-a-call?...,Learning Facebook,17
GEOTHERMAL ENERGY PROJECT,,54,https://www.linkedin.com/company/green-energy-group-as,Green Energy Geothermal Ltd.,27
GM Global Technology Operations,,,https://www.linkedin.com/company/gm-globalsolutions,GM Global Solutions,21
Genia Technologies,,4,https://www.linkedin.com/company/genia-tech-sac,GENIA TECH SAC,15
GeoSynFuels,,4,https://www.linkedin.com/company/geosynfuels,GeoSynFuels,0
Gilead Biologics,,,,,
HTS,htstechnologies.com/,3,https://www.linkedin.com/company/optima-knowledge,HTS Technologies,13
Haier US Appliance Solutions,,238,https://www.linkedin.com/company/haier-america,Haier America,22
Handylab,,10,https://www.linkedin.com/company/handylab-inc.,"HandyLab, Inc.",7
IBC Pharmaceuticals,,65,https://www.linkedin.com/company/ibc-generium,IBC Generium,15
Immunopath Profile,,,,,
Industrial Solar Heating Systems,,4,https://www.linkedin.com/company/industrial-solar-gmbh,Industrial Solar GmbH,15
Innovalight,,15,https://www.linkedin.com/company/innovalight-inc.,"Innovalight, Inc.",6
Joule Unlimited Technologies,,20,https://www.linkedin.com/company/joule-unlimited-technologies-inc-,"Joule Unlimited Technologies, Inc.",6
KAI Pharmaceuticals,,28,https://www.linkedin.com/company/kai-pharmaceuticals,KAI Pharmaceuticals,0
LAVA ENERGY SYSTEMS,,2,https://www.linkedin.com/company/azar-lava,Azar Lava Co.,18
MICROSOFT TECHNOLOGY LICENSING,microsoft.com/en-us/legal/intellectualproperty/mtl/default.aspx,19,https://www.linkedin.com/company/3t---technology-transfer-&-training,3t - Technology Transfer & Training,35
Ma-West,,39,https://www.linkedin.com/company/the-food-bank-of-western-massachusetts,The Food Bank of Western Massachusetts,38
Mallinckrodt,,3661,https://www.linkedin.com/company/mallinckrodt/jobs,Mallinckrodt Pharmaceuticals: Jobs,22
Matrix Odyssey,,1059,https://www.linkedin.com/company/odyssey-online,Odyssey.,14
Medtronic Vascular,,65795,https://www.linkedin.com/company/medtronic,Medtronic,9
NANO CELL SYSTEMS,nanocellsystems.com,,https://www.linkedin.com/company/aws-nanocell,NanoCell Networks Pvt. Ltd.,26
Nant Holdings IP,,80,https://www.linkedin.com/company/ip-group-plc,IP Group plc,16
Ovonic Battery Company,,5,https://www.linkedin.com/company/united-solar-ovonic-llc,United Solar Ovonic,21
PDF Solutions,pdf.com,474,https://www.linkedin.com/company/pdf-solutions,PDF Solutions,0
Planet ATE,,5,https://www.linkedin.com/company/kiddy-planet-nursery-limited,KIDDY PLANET NURSERY LIMITED,28
QUSWAMI,,,https://www.linkedin.com/userp/title/senior-recruiter-at-huawei-technologies,Senior Recruiter at Huawei Technologies,39
Roche Diabetes Care,roche.com/partnering/diagnostics-areas-of-interest/diabetes-management.htm,17,https://www.linkedin.com/company/rocheapac,Roche Diabetes Care Asia Pacific,13
Rockwell Automation Technologies,rockwellautomation.com/site-selection.html,446,https://www.linkedin.com/company/maverick-technologies,"MAVERICK Technologies, A Rockwell Automation Company ...",54
Roho,,136,https://www.linkedin.com/company/the-roho-group,Permobil ROHO Seating and Positioning,37
Rolls-Royce North American Technologies,rolls-royce.com/country-sites/northamerica.aspx,27095,https://www.linkedin.com/company/rolls-royce,Rolls-Royce,28
SK Telecom Co.,sktelecom.com/index.html,7924,https://www.linkedin.com/company/sk-telecom,SK Telecom,3
SPC International,spc-intl.com,11,https://www.linkedin.com/company/spc-international-incorporated,"SPC International, Inc.",20
Samsung Corning Precision Materials Co.,,2018,https://www.linkedin.com/pub/donggee-kim/55/b35/965?trk=co-feed...,DongGee Kim - Senior Manager - Corning Precision Materials ...,61
