firm name,link,acquired_merged,public
TDK Corporation,https://www.global.tdk.com/corp/en/index.htm,0,0
TEKNOR APEX COMPANY,https://www.teknorapex.com/,0,0
THYSSENKRUPP INDUSTRIAL SOLUTIONS GMBH,https://www.thyssenkrupp.com/en/,0,0
TIME WARNER CABLE ENTERPRISES LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=231777241,0,0
TMC Corporation,http://tmccorp.com/,0,0
TRANE INTERNATIONAL INC.,http://www.trane.com/index.aspx,0,0
TRIDONIC GMBH & CO KG,http://www.tridonic.com/com/en/,0,0
TRITON MICROTECHNOLOGIES,https://blog.samtec.com/post/samtec-announces-acquisition-nmode-solutions-triton-microtechnologies/,0,0
Takara Bio Inc.,http://www.takara-bio.com/,0,0
Takeda Pharmaceutical Company Limited,https://www.takeda.com/,0,0
Tamura Corporation,http://www.tamuracorp.com/,0,0
Tanaka Kikinzoku Kogyo K.K.,https://gold.tanaka.co.jp/english/,0,0
Tata Consultancy Services Limited,https://www.tcs.com/,0,0
Tau Therapeutics LLC,https://cavionpharma.com/about-us,0,0
Teal Sales Incorporated,http://tsi-inc.net/biomasswood/,0,0
Texas Instruments Deutschland GmbH,https://careers.ti.com/germany/,0,0
Texas Instruments Incorporated,http://www.ti.com/,0,0
The Babcock & Wilcox Company,http://www.babcock.com/,0,0
The Boeing Company,http://www.boeing.com/,0,0
The Eastern Co.,http://www.easterncompany.com/,0,0
The Gates Corporation,https://www.gates.com/,0,0
The Goodyear Tire & Rubber Company,https://www.goodyear.com/,0,0
The Iams Company,https://www.iams.com/,0,0
The Jackson Laboratory,https://www.jax.org/,0,0
The Paymaster Corporation,http://paymastercheckwriters.com/,0,0
The Procter & Gamble Company,https://www.pg.com/,0,0
Thermo Fisher Scientific Inc.,https://www.thermofisher.com/us/en/home.html,0,0
Thermorefinery Technologies Inc.,https://www.bizapedia.com/ny/thermorefinery-technologies-inc.html,0,0
Thermoretinary Technologies Inc.,http://www.freepatentsonline.com/9320987.html,0,0
Thoratec Corporation,http://www.thoratec.com/,0,0
Thorn Bioscience LLC,http://thornbioscience.com/,0,0
Ticona LLC,https://www.celanese.com/engineered-materials.aspx,0,0
Toda Kogyo Corporation,http://www.todakogyo.co.jp/english/,0,0
Tokyo Electron Limited,http://www.tel.com/,0,0
Toray Industries Inc. ,https://www.toray.com/,0,0
Toshiba Tec Kabushiki Kaisha,http://www.patentsencyclopedia.com/assignee/toshiba-tec-kabushiki-kaisha/,0,0
Tosoh Corporation,https://www.tosoh.com/,0,0
Total Marketing Services,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=5463607,0,0
Toyota Jidosha Kabushiki Kaisha,https://www.toyota-global.com/pages/contents/investors/ir_library/sec/pdf/form_sd_201605_final.pdf,0,0
Traex Corporation,https://www.terex.com/,0,0
Transtron Solutions LLC,https://transcom-solutions.com/,0,0
Triune IP LLC,"http://www.buzzfile.com/business/Triune-Ip,-LLC-972-231-1606",0,0
Turf Group LLC,http://www.turfsolutionsgroup.com/,0,0
Turtle Beach Corporation,http://corp.turtlebeach.com/,0,0
Two Blades Foundation,http://2blades.org/,0,0
Tyco Electronics Corporation,http://www.te.com/usa-en/home.html,0,0
Tyco Electronics U.K. LTD,http://www.te.com/usa-en/home.html,0,0
U S MICROPOWER INC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=49794715,0,0
U.S. Smokeless Tobacco Company LLC,http://www.altria.com/About-Altria/our-companies/ussmokeless/Pages/default.aspx,0,0
UCB Pharma S.A.,https://www.ucb.com/,0,0
UNISANTIS ELECTRONICS SINGAPORE PTE. LTD.,http://www.unisantis.com/,0,0
UOP LLC,https://www.uop.com/,0,0
UTC FIRE & SECURITY CORPORATION,https://www.ccs.utc.com/ccs/en/worldwide/,0,0
UVIC INDUSTRY PARTNERSHIPS INC.,https://www.uvic.ca/research/partner/home/services/index.php,0,0
Uni-Charm Corporation,http://www.unicharm.co.jp/english/index.html,0,0
Unifrax I LLC,https://www.unifrax.com/,0,0
Uniseal Solutions Inc.,http://www.unisealsolutions.com/,0,0
Unistrut International Corp.,http://www.unistrut.us/,0,0
United Microelectronics Corp.,https://www.thestreet.com/quote/UMC.html,0,0
United Technologies Corporation,http://www.utc.com/,0,0
Unity Semiconductor Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=20905282,0,0
Universal Display Corporation,https://oled.com/,0,0
VEECO PRECISION SURFACE PROCESSING LLC,http://www.veeco.com/technologies-and-products/precision-surface-processing-systems,0,0
VERILY LIFE SCIENCES LLC,https://verily.com/,0,0
VERLASE TECHNOLOGIES LLC,http://www.verlase.com/,0,0
VIASAT INC.,https://www.viasat.com/,0,0
VINDICO NANOBIO TECHNOLOGY INC.,https://www.bizapedia.com/pa/vindico-nanobio-technology-inc.html,0,0
VIOLIN MEMORY,https://www.violinsystems.com/,0,0
Vascular BioSciences,http://vascularbiosciences.com/,0,0
VivaLnk Limited (Cayman Islands),http://www.patentbuddy.com/Company/Profile/VIVALNK-LIMITED-CAYMAN-ISLANDS/23628767,0,0
Vizio Inc.,https://www.vizio.com/,0,0
Volterra Semiconductor LLC,https://www.corporationwiki.com/p/2l74iz/volterra-semiconductor-llc,0,0
Vorbeck Materials Corporation,https://vorbeck.com/,0,0
WADHAM ENERGY LP,http://www.enpowercorp.com/facilities/wadham-facility/,0,0
WCA Group LLC,https://start.cortera.com/company/research/k3s9ltp2n/wca-group-llc/,0,0
WELL Shield LLC,https://www.corporationwiki.com/p/2eyjz5/well-shield-llc,0,0
WHATSAPP INC.,https://www.whatsapp.com/,0,0
Waters Technologies Corporation,http://www.waters.com/waters/home.htm?locale=en_US,0,0
Watlow Electric Manufacturing Company,http://www.watlow.com/,0,0
Wave Energy Conversion Corporation of America,https://weccamerica.com/,0,0
Weatherford Canada Partnership,http://www.weatherford.com/,0,0
Wenger Corporation,http://www.wengercorp.com/,0,0
Winbond Electronics Corp.,http://www.winbond.com/,0,0
Wyatt Technology Corporation,https://www.wyatt.com/,0,0
X DEVELOPMENT LLC,https://x.company/,0,0
Xenogenic Development Limited Liability Company,http://www.delwarecorporates.com/corp/796982.html,0,0
Xerox Corporation,https://www.xerox.com/,0,0
Xintec Inc.,http://www.xintec.com.tw/eng/index.aspx,0,0
Yageo Corporation,http://www.yageo.com/portal/product/product.jsp,0,0
Yamaha Corporation,https://www.yamaha.com/,0,0
ZIH Corp.,https://www.bloomberg.com/profiles/companies/0605965D:US-zih-corp,0,0
ZON,https://www.amazon.com/,0,0
Zeno Semiconductor Inc,https://www.zenosemi.com/,0,0
Zephyr Energy Systems LLC,https://start.cortera.com/company/research/k3q8kxn9p/zephyr-operating-co-llc/,0,0
Zoetis Services LLC,https://www.zoetis.com/,0,0
Zygo Corporation,https://www.zygo.com/,0,0
adidas AG,https://www.adidas.com/us/,0,0
eSionic Corp.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1824762,0,0
fybr,https://fybr.com/,0,0
iNanoBio LLC,http://inanobio.com/,0,0
mVerify Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=248590114,0,0
nLIGHT Photonics Corporation,http://nlight.net/,0,0
